Date: 07-18 at 00:53:48, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1437.33(10) mean: 2770.20, max: 3527.52
Date: 07-18 at 00:54:44, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1370.80(10) mean: 2605.35, max: 3464.34
Date: 07-18 at 00:55:43, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1369.70(10) mean: 2489.09, max: 3178.93
Date: 07-18 at 00:56:42, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1369.70(10) mean: 2130.13, max: 3041.30
Date: 07-18 at 00:57:46, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1369.70(10) mean: 1465.13, max: 1539.46
Date: 07-18 at 00:58:56, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1337.44(11) mean: 1455.08, max: 1590.99
Date: 07-18 at 00:59:59, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1302.34(11) mean: 1496.68, max: 1649.81
Date: 07-18 at 01:01:05, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1284.21(11) mean: 1485.43, max: 1761.59
Date: 07-18 at 01:02:09, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1277.61(11) mean: 1508.38, max: 1817.40
Date: 07-18 at 01:03:12, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1273.64(11) mean: 1508.06, max: 1720.95
Date: 07-18 at 01:04:17, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1273.64(11) mean: 1505.01, max: 1680.59
Date: 07-18 at 01:05:21, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1273.64(11) mean: 1370.38, max: 1518.55
Date: 07-18 at 01:06:24, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1273.64(11) mean: 1330.60, max: 1435.28
Date: 07-18 at 01:07:27, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1273.64(11) mean: 1307.04, max: 1384.76
Date: 07-18 at 01:08:35, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1260.69(12) mean: 1453.93, max: 1642.62
Date: 07-18 at 01:09:37, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1255.11(12) mean: 1388.07, max: 1579.72
Date: 07-18 at 01:10:40, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1255.11(12) mean: 1393.71, max: 1605.84
