Date: 07-19 at 08:32:34, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1430.57(12) mean: 2581.72, max: 3361.04
Date: 07-19 at 08:33:23, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1352.88(12) mean: 2549.77, max: 3301.24
Date: 07-19 at 08:34:12, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1311.46(11) mean: 2244.42, max: 3102.69
Date: 07-19 at 08:35:02, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1281.83(11) mean: 2032.19, max: 2834.65
Date: 07-19 at 08:35:51, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1281.60(11) mean: 2060.18, max: 2863.62
Date: 07-19 at 08:36:40, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1280.77(11) mean: 1433.41, max: 1588.45
Date: 07-19 at 08:37:28, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1280.77(11) mean: 1415.47, max: 1510.21
Date: 07-19 at 08:38:18, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1280.77(11) mean: 1464.74, max: 1582.67
Date: 07-19 at 08:39:06, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1280.77(11) mean: 1369.55, max: 1466.68
Date: 07-19 at 08:39:56, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1280.77(11) mean: 1389.06, max: 1479.28
Date: 07-19 at 08:40:46, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1280.77(11) mean: 1478.16, max: 1627.88
Date: 07-19 at 08:41:36, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1280.77(11) mean: 1444.66, max: 1649.02
Date: 07-19 at 08:42:28, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1280.77(11) mean: 1454.06, max: 1699.48
Date: 07-19 at 08:43:17, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1262.31(12) mean: 1382.92, max: 1572.78
Date: 07-19 at 08:44:09, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1229.98(11) mean: 1422.64, max: 1629.42
Date: 07-19 at 08:44:58, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1229.98(11) mean: 1374.06, max: 1537.95
