Date: 07-17 at 11:47:28, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1664.29(6) mean: 3297.75, max: 3748.68
Date: 07-17 at 11:48:21, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1444.61(13) mean: 2564.38, max: 3286.13
Date: 07-17 at 11:49:13, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1354.89(13) mean: 2293.06, max: 3093.82
Date: 07-17 at 11:50:05, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1344.22(13) mean: 2173.72, max: 2980.18
Date: 07-17 at 11:50:58, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1344.22(13) mean: 2069.79, max: 2784.66
Date: 07-17 at 11:51:50, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1332.78(13) mean: 2052.45, max: 2688.51
Date: 07-17 at 11:52:41, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1314.83(12) mean: 1486.13, max: 1713.54
Date: 07-17 at 11:53:34, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1304.17(12) mean: 1534.72, max: 1764.84
Date: 07-17 at 11:54:26, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1279.49(11) mean: 1554.60, max: 1719.33
Date: 07-17 at 11:55:19, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1279.49(11) mean: 1427.74, max: 1567.58
Date: 07-17 at 11:56:11, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1279.49(11) mean: 1424.77, max: 1588.07
Date: 07-17 at 11:57:09, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1279.49(11) mean: 1453.73, max: 1613.12
Date: 07-17 at 11:58:01, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1279.49(11) mean: 1336.55, max: 1381.16
Date: 07-17 at 11:58:57, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1277.33(13) mean: 1467.29, max: 1751.01
Date: 07-17 at 11:59:50, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1273.40(13) mean: 1465.98, max: 1783.37
Date: 07-17 at 12:00:41, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1269.23(13) mean: 1332.77, max: 1413.37
Date: 07-17 at 12:01:36, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1269.23(13) mean: 1346.44, max: 1499.06
Date: 07-17 at 12:02:27, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1269.23(13) mean: 1334.32, max: 1408.45
Date: 07-17 at 12:03:21, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1269.23(13) mean: 1337.30, max: 1411.01
Date: 07-17 at 12:04:12, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1264.01(12) mean: 1299.68, max: 1397.42
Date: 07-17 at 12:05:05, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1264.01(12) mean: 1334.39, max: 1446.32
Date: 07-17 at 12:05:57, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.73(12) mean: 1309.45, max: 1393.35
Date: 07-17 at 12:06:48, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.73(12) mean: 1341.70, max: 1436.30
Date: 07-17 at 12:07:41, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.73(12) mean: 1340.85, max: 1447.47
Date: 07-17 at 12:08:36, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.73(12) mean: 1296.95, max: 1339.62
Date: 07-17 at 12:09:30, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.73(12) mean: 1303.86, max: 1391.72
