Date: 07-17 at 22:04:53, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1468.72(12) mean: 2565.73, max: 3361.04
Date: 07-17 at 22:05:44, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1392.13(11) mean: 2547.69, max: 3330.29
Date: 07-17 at 22:06:36, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1324.07(10) mean: 2364.05, max: 3174.93
Date: 07-17 at 22:07:27, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1301.47(10) mean: 1908.86, max: 2921.40
Date: 07-17 at 22:08:19, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1285.77(10) mean: 1849.24, max: 2758.69
Date: 07-17 at 22:09:11, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1285.77(10) mean: 1857.58, max: 2771.52
Date: 07-17 at 22:10:04, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1285.77(10) mean: 1797.25, max: 2625.05
Date: 07-17 at 22:10:56, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1285.77(10) mean: 1411.04, max: 1551.06
Date: 07-17 at 22:11:48, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1285.77(10) mean: 1425.87, max: 1507.18
Date: 07-17 at 22:12:41, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1285.77(10) mean: 1550.27, max: 1703.94
Date: 07-17 at 22:13:33, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1257.89(11) mean: 1471.46, max: 1723.24
Date: 07-17 at 22:14:26, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1257.89(11) mean: 1430.79, max: 1708.60
Date: 07-17 at 22:15:17, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1257.89(11) mean: 1465.50, max: 1738.38
Date: 07-17 at 22:16:10, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1252.62(10) mean: 1299.11, max: 1452.01
Date: 07-17 at 22:17:02, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1249.76(10) mean: 1338.40, max: 1501.33
Date: 07-17 at 22:17:54, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1246.62(10) mean: 1360.68, max: 1532.66
Date: 07-17 at 22:18:48, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1246.62(10) mean: 1319.79, max: 1424.22
Date: 07-17 at 22:19:43, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1245.79(11) mean: 1275.39, max: 1317.28
Date: 07-17 at 22:20:35, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1245.79(11) mean: 1273.98, max: 1329.35
Date: 07-17 at 22:21:24, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1245.79(11) mean: 1314.08, max: 1416.23
