Date: 07-19 at 02:41:53, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1560.97(13) mean: 3140.94, max: 3722.29
Date: 07-19 at 02:42:48, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1490.86(12) mean: 3147.12, max: 3738.48
Date: 07-19 at 02:43:45, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1420.78(11) mean: 2905.06, max: 3545.47
Date: 07-19 at 02:44:40, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1420.78(11) mean: 2503.84, max: 3312.47
Date: 07-19 at 02:45:36, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1420.78(11) mean: 2366.10, max: 3206.23
Date: 07-19 at 02:46:30, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1420.46(11) mean: 2022.86, max: 2942.04
Date: 07-19 at 02:47:24, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1420.46(11) mean: 2030.01, max: 2984.73
Date: 07-19 at 02:48:16, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1350.73(12) mean: 1472.18, max: 1628.71
Date: 07-19 at 02:49:10, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1345.74(12) mean: 1502.37, max: 1668.51
Date: 07-19 at 02:50:02, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1308.60(12) mean: 1546.61, max: 1720.39
Date: 07-19 at 02:50:55, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1308.60(12) mean: 1531.87, max: 1737.49
Date: 07-19 at 02:51:47, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1308.60(12) mean: 1567.79, max: 1765.50
Date: 07-19 at 02:52:43, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1308.60(12) mean: 1512.65, max: 1727.57
Date: 07-19 at 02:53:38, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1308.60(12) mean: 1529.16, max: 1760.27
Date: 07-19 at 02:54:32, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1308.60(12) mean: 1531.19, max: 1812.79
Date: 07-19 at 02:55:28, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1294.51(11) mean: 1395.82, max: 1743.86
Date: 07-19 at 02:56:21, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1265.10(11) mean: 1433.37, max: 1726.69
Date: 07-19 at 02:57:15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.58(11) mean: 1471.29, max: 1766.15
Date: 07-19 at 02:58:08, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.58(11) mean: 1366.24, max: 1506.68
Date: 07-19 at 02:59:01, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.58(11) mean: 1345.02, max: 1458.41
Date: 07-19 at 02:59:56, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.58(11) mean: 1372.70, max: 1516.82
Date: 07-19 at 03:00:50, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.58(11) mean: 1306.39, max: 1351.91
Date: 07-19 at 03:01:45, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1259.58(11) mean: 1458.08, max: 1630.73
Date: 07-19 at 03:02:37, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1257.42(13) mean: 1389.07, max: 1682.30
Date: 07-19 at 03:03:30, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1249.58(11) mean: 1333.30, max: 1703.23
Date: 07-19 at 03:04:23, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1232.88(12) mean: 1317.17, max: 1422.01
Date: 07-19 at 03:05:14, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1232.88(12) mean: 1315.21, max: 1446.22
Date: 07-19 at 03:06:08, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1230.30(11) mean: 1276.15, max: 1318.01
Date: 07-19 at 03:07:00, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1229.10(11) mean: 1297.18, max: 1356.16
