Date: 07-18 at 04:39:28, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1500.71(12) mean: 2765.18, max: 3527.52
Date: 07-18 at 04:40:20, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1408.69(11) mean: 2555.65, max: 3415.49
Date: 07-18 at 04:41:11, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1347.86(11) mean: 2402.06, max: 3078.43
Date: 07-18 at 04:42:04, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1301.33(11) mean: 2190.81, max: 3031.63
Date: 07-18 at 04:42:55, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1265.84(11) mean: 2020.78, max: 2776.26
Date: 07-18 at 04:43:47, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1265.84(11) mean: 1794.37, max: 2536.51
Date: 07-18 at 04:44:39, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1265.84(11) mean: 1767.55, max: 2445.95
Date: 07-18 at 04:45:35, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1265.84(11) mean: 1807.24, max: 2492.62
Date: 07-18 at 04:46:26, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1265.84(11) mean: 1372.22, max: 1467.81
Date: 07-18 at 04:47:20, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1262.97(13) mean: 1498.62, max: 1718.85
Date: 07-18 at 04:48:12, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1262.97(13) mean: 1490.90, max: 1757.61
Date: 07-18 at 04:49:05, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1262.97(13) mean: 1530.80, max: 1783.64
Date: 07-18 at 04:49:58, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1262.97(13) mean: 1494.61, max: 1616.18
Date: 07-18 at 04:50:51, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1262.97(13) mean: 1517.16, max: 1670.44
Date: 07-18 at 04:51:45, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1262.97(13) mean: 1466.73, max: 1718.27
Date: 07-18 at 04:52:36, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1255.51(13) mean: 1337.58, max: 1417.08
Date: 07-18 at 04:53:30, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.99(13) mean: 1369.25, max: 1459.45
Date: 07-18 at 04:54:23, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.99(13) mean: 1366.10, max: 1508.87
Date: 07-18 at 04:55:18, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.99(13) mean: 1312.97, max: 1360.46
Date: 07-18 at 04:56:13, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.99(13) mean: 1337.22, max: 1400.31
Date: 07-18 at 04:57:07, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.99(13) mean: 1349.01, max: 1432.95
Date: 07-18 at 04:57:59, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.92(13) mean: 1484.66, max: 1718.23
Date: 07-18 at 04:58:50, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.92(13) mean: 1367.47, max: 1624.20
Date: 07-18 at 04:59:46, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.92(13) mean: 1390.98, max: 1641.28
Date: 07-18 at 05:00:38, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.92(13) mean: 1344.35, max: 1468.94
Date: 07-18 at 05:01:32, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.92(13) mean: 1458.32, max: 1684.42
Date: 07-18 at 05:02:26, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1254.92(13) mean: 1411.40, max: 1554.90
Date: 07-18 at 05:03:20, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1236.34(12) mean: 1312.86, max: 1432.01
