Date: 07-27 at 17:47:30, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1476.89(17), mean: 2285.77, max: 2646.18
Date: 07-27 at 17:49:16, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1351.57(16), mean: 2194.83, max: 2653.30
Date: 07-27 at 17:51:04, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1321.36(16), mean: 2002.55, max: 2631.75
Date: 07-27 at 17:52:45, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1321.36(16), mean: 1794.34, max: 2521.15
Date: 07-27 at 17:54:25, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1321.36(16), mean: 1728.47, max: 2446.13
Date: 07-27 at 17:56:15, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1321.36(16), mean: 1671.12, max: 2386.58
Date: 07-27 at 17:57:59, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1290.06(16), mean: 1551.00, max: 2375.42
Date: 07-27 at 17:59:47, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1281.44(16), mean: 1431.73, max: 2267.55
Date: 07-27 at 18:01:18, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1279.69(16), mean: 1465.43, max: 2291.87
Date: 07-27 at 18:02:49, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1279.69(16), mean: 1481.54, max: 2186.06
Date: 07-27 at 18:04:45, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1279.69(16), mean: 1330.77, max: 1378.13
Date: 07-27 at 18:06:16, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1279.69(16), mean: 1370.57, max: 1417.80
Date: 07-27 at 18:07:48, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1279.69(16), mean: 1428.55, max: 1471.51
Date: 07-27 at 18:09:36, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1279.69(16), mean: 1331.57, max: 1369.86
Date: 07-27 at 18:11:08, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1279.69(16), mean: 1371.63, max: 1424.17
Date: 07-27 at 18:12:54, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1279.69(16), mean: 1352.70, max: 1480.25
Date: 07-27 at 18:14:34, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1278.72(16), mean: 1325.27, max: 1365.79
Date: 07-27 at 18:16:09, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1274.69(16), mean: 1341.73, max: 1430.65
Date: 07-27 at 18:17:50, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1274.69(16), mean: 1342.17, max: 1466.32
Date: 07-27 at 18:19:38, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1274.52(16), mean: 1298.53, max: 1339.30
Date: 07-27 at 18:21:12, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1274.52(16), mean: 1321.79, max: 1366.27
Date: 07-27 at 18:23:00, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1273.76(16), mean: 1324.93, max: 1422.27
Date: 07-27 at 18:24:31, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1273.76(16), mean: 1361.01, max: 1461.60
Date: 07-27 at 18:26:17, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1272.68(16), mean: 1298.72, max: 1379.15
Date: 07-27 at 18:28:00, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.77(16), mean: 1324.56, max: 1415.20
Date: 07-27 at 18:29:46, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.77(16), mean: 1297.36, max: 1426.45
Date: 07-27 at 18:31:29, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.77(16), mean: 1303.16, max: 1470.46
Date: 07-27 at 18:33:15, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.77(16), mean: 1304.77, max: 1390.70
Date: 07-27 at 18:34:54, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.77(16), mean: 1298.95, max: 1389.49
Date: 07-27 at 18:36:35, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.77(16), mean: 1296.97, max: 1458.00
Date: 07-27 at 18:38:16, #particle: 15, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.77(16), mean: 1287.72, max: 1324.30
Date: 07-27 at 18:39:56, #particle: 15, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.77(16), mean: 1309.66, max: 1413.13
Date: 07-27 at 18:41:36, #particle: 15, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1301.00, max: 1453.60
Date: 07-27 at 18:43:20, #particle: 15, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1289.02, max: 1352.17
Date: 07-27 at 18:45:01, #particle: 15, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1292.91, max: 1382.59
Date: 07-27 at 18:46:44, #particle: 15, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1287.15, max: 1357.08
Date: 07-27 at 18:48:22, #particle: 15, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1299.24, max: 1385.18
Date: 07-27 at 18:50:02, #particle: 15, iter: 38, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1305.54, max: 1385.29
Date: 07-27 at 18:51:43, #particle: 15, iter: 39, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1284.62, max: 1358.93
Date: 07-27 at 18:53:19, #particle: 15, iter: 40, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1284.48, max: 1431.55
Date: 07-27 at 18:55:00, #particle: 15, iter: 41, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1280.78, max: 1376.06
Date: 07-27 at 18:56:34, #particle: 15, iter: 42, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1323.55, max: 1407.70
Date: 07-27 at 18:58:22, #particle: 15, iter: 44, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 2462.37, max: 3058.95
Date: 07-27 at 19:00:05, #particle: 15, iter: 45, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 2072.63, max: 3035.75
Date: 07-27 at 19:01:45, #particle: 15, iter: 46, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 2035.69, max: 3028.65
Date: 07-27 at 19:02:45, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1459.23(16), mean: 2319.02, max: 2809.22
Date: 07-27 at 19:03:24, #particle: 15, iter: 47, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 2062.94, max: 3042.50
Date: 07-27 at 19:04:25, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1374.20(17), mean: 1891.55, max: 2743.63
Date: 07-27 at 19:04:29, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1461.62(17), mean: 2434.22, max: 2960.38
Date: 07-27 at 19:05:06, #particle: 15, iter: 48, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1880.26, max: 3046.23
Date: 07-27 at 19:05:57, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1361.12(17), mean: 2304.99, max: 2945.84
Date: 07-27 at 19:06:07, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1302.29(16), mean: 1468.18, max: 1604.71
Date: 07-27 at 19:06:49, #particle: 15, iter: 49, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1638.30, max: 2809.46
Date: 07-27 at 19:07:33, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1318.77(16), mean: 1978.88, max: 2691.57
Date: 07-27 at 19:07:52, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1483.50, max: 1612.33
Date: 07-27 at 19:08:36, #particle: 15, iter: 50, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1391.30, max: 1516.89
Date: 07-27 at 19:09:04, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1318.77(16), mean: 1990.82, max: 2701.13
Date: 07-27 at 19:09:35, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1386.09, max: 1519.18
Date: 07-27 at 19:10:10, #particle: 15, iter: 51, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1430.83, max: 1564.99
Date: 07-27 at 19:10:44, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1318.77(16), mean: 1733.18, max: 2714.61
Date: 07-27 at 19:11:13, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1432.83, max: 1592.07
Date: 07-27 at 19:11:53, #particle: 15, iter: 52, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1429.37, max: 1579.03
Date: 07-27 at 19:12:22, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1317.24(17), mean: 1571.24, max: 2623.60
Date: 07-27 at 19:12:50, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1441.17, max: 1543.14
Date: 07-27 at 19:13:40, #particle: 15, iter: 54, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 2463.65, max: 3026.32
Date: 07-27 at 19:13:47, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1299.78(16), mean: 1521.40, max: 2593.74
Date: 07-27 at 19:14:26, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1456.62, max: 1578.43
Date: 07-27 at 19:15:16, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1298.05(16), mean: 1495.32, max: 2518.49
Date: 07-27 at 19:15:26, #particle: 15, iter: 55, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 2119.55, max: 2988.48
Date: 07-27 at 19:16:02, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1507.64, max: 1661.98
Date: 07-27 at 19:16:44, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.89(16), mean: 1486.12, max: 2507.61
Date: 07-27 at 19:17:08, #particle: 15, iter: 56, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 2075.43, max: 2973.55
Date: 07-27 at 19:17:45, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1432.44, max: 1585.02
Date: 07-27 at 19:18:19, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.89(16), mean: 1437.34, max: 2495.25
Date: 07-27 at 19:18:55, #particle: 15, iter: 57, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1830.39, max: 2988.05
Date: 07-27 at 19:19:25, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1427.33, max: 1535.93
Date: 07-27 at 19:19:49, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.89(16), mean: 1475.55, max: 2379.09
Date: 07-27 at 19:20:40, #particle: 15, iter: 58, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1767.98, max: 2940.22
Date: 07-27 at 19:21:01, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1479.01, max: 1593.14
Date: 07-27 at 19:21:25, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.89(16), mean: 1526.25, max: 2441.68
Date: 07-27 at 19:22:15, #particle: 15, iter: 59, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1752.17, max: 2927.00
Date: 07-27 at 19:22:45, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.11(16), mean: 1465.32, max: 1639.65
Date: 07-27 at 19:23:01, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1296.89(16), mean: 1426.68, max: 1587.97
Date: 07-27 at 19:23:49, #particle: 15, iter: 60, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.45(16), mean: 1662.60, max: 2777.41
