Date: 07-27 at 20:08:22, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1464.35(19), mean: 2408.68, max: 2877.38
Date: 07-27 at 20:10:03, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1404.28(18), mean: 2361.54, max: 2862.73
Date: 07-27 at 20:11:43, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1386.14(18), mean: 2351.79, max: 2860.09
Date: 07-27 at 20:13:31, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1370.88(18), mean: 2183.39, max: 2846.84
Date: 07-27 at 20:15:14, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1368.81(18), mean: 1930.50, max: 2593.01
Date: 07-27 at 20:16:59, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1368.81(18), mean: 1591.41, max: 2315.74
Date: 07-27 at 20:18:41, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1354.65(18), mean: 1634.09, max: 2294.47
Date: 07-27 at 20:20:27, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1318.91(17), mean: 1502.03, max: 1847.09
Date: 07-27 at 20:22:04, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1312.91(17), mean: 1526.60, max: 1873.19
Date: 07-27 at 20:23:47, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1312.91(17), mean: 1526.91, max: 1753.04
Date: 07-27 at 20:25:36, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1312.91(17), mean: 1395.54, max: 1493.86
Date: 07-27 at 20:27:16, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.69(17), mean: 1413.57, max: 1553.79
Date: 07-27 at 20:29:01, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.69(17), mean: 1427.65, max: 1572.87
Date: 07-27 at 20:30:39, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.69(17), mean: 1452.89, max: 1623.48
Date: 07-27 at 20:32:11, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.69(17), mean: 1502.00, max: 1650.20
Date: 07-27 at 20:32:45, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1432.08(18), mean: 2258.40, max: 2858.04
Date: 07-27 at 20:34:01, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.69(17), mean: 1416.63, max: 1649.14
Date: 07-27 at 20:34:29, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1348.72(17), mean: 2028.88, max: 2720.82
Date: 07-27 at 20:35:41, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1288.13(17), mean: 1389.88, max: 1684.02
Date: 07-27 at 20:36:12, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.76(15), mean: 1480.64, max: 1643.06
Date: 07-27 at 20:37:18, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1288.13(17), mean: 1421.96, max: 1707.88
Date: 07-27 at 20:37:45, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.76(15), mean: 1525.86, max: 1719.57
Date: 07-27 at 20:39:04, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1288.13(17), mean: 1375.39, max: 1492.60
Date: 07-27 at 20:39:23, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.76(15), mean: 1528.61, max: 1701.78
Date: 07-27 at 20:40:44, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1288.13(17), mean: 1352.77, max: 1457.97
Date: 07-27 at 20:41:01, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.76(15), mean: 1557.98, max: 1762.74
Date: 07-27 at 20:42:31, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1287.41(17), mean: 1327.27, max: 1432.76
Date: 07-27 at 20:42:37, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.76(15), mean: 1490.23, max: 1703.36
Date: 07-27 at 20:44:09, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1281.01(16), mean: 1319.13, max: 1407.04
Date: 07-27 at 20:44:17, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.76(15), mean: 1459.27, max: 1696.09
Date: 07-27 at 20:45:54, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1280.53(16), mean: 1309.15, max: 1371.73
Date: 07-27 at 20:45:58, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.76(15), mean: 1382.06, max: 1480.33
Date: 07-27 at 20:47:33, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.76(15), mean: 1393.25, max: 1483.63
Date: 07-27 at 20:47:38, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1280.53(16), mean: 1335.65, max: 1424.50
