Date: 03-29 at 18:24:30, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 661.16(6), mean: 1261.63, max: 1568.18
Date: 03-29 at 18:24:32, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 607.79(6), mean: 1142.47, max: 1509.24
Date: 03-29 at 18:24:35, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 536.06(6), mean: 1000.72, max: 1348.08
Date: 03-29 at 18:24:38, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 490.30(6), mean: 932.66, max: 1332.92
Date: 03-29 at 18:24:40, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 457.49(6), mean: 894.19, max: 1204.92
Date: 03-29 at 18:24:46, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 454.21(6), mean: 597.52, max: 706.76
Date: 03-29 at 18:24:53, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 421.74(6), mean: 520.38, max: 612.63
Date: 03-29 at 18:24:55, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 418.99(6), mean: 520.50, max: 632.96
Date: 03-29 at 18:25:01, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(6), mean: 506.12, max: 602.04
Date: 03-29 at 18:25:10, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 412.84(5), mean: 464.45, max: 526.90
Date: 03-29 at 18:25:12, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 409.41(5), mean: 500.40, max: 565.81
Date: 03-29 at 18:25:16, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 409.41(5), mean: 448.58, max: 507.06
Date: 03-29 at 18:25:20, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 405.52(5), mean: 435.85, max: 502.84
Date: 03-29 at 18:25:25, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 401.80(6), mean: 424.82, max: 489.95
Date: 03-29 at 18:25:27, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 447.89, max: 511.36
Date: 03-29 at 18:25:31, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 457.17, max: 508.56
Date: 03-29 at 18:25:36, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 402.48, max: 407.62
Date: 03-29 at 18:25:39, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 367.05, max: 367.05
Date: 03-29 at 18:25:50, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 367.05, max: 367.05
Date: 03-29 at 18:26:02, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 1288.23, max: 1631.81
Date: 03-29 at 18:26:05, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 1078.55, max: 1279.89
Date: 03-29 at 18:26:08, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 838.48, max: 1057.50
Date: 03-29 at 18:26:12, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 655.14, max: 971.57
Date: 03-29 at 18:26:17, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 1284.68, max: 1685.21
Date: 03-29 at 18:26:21, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 367.05(5), mean: 948.65, max: 1202.67
