Date: 03-29 at 18:31:37, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 706.94(6), mean: 1309.69, max: 1644.24
Date: 03-29 at 18:31:39, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 581.97(6), mean: 1273.57, max: 1585.57
Date: 03-29 at 18:31:42, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 572.51(6), mean: 969.52, max: 1240.33
Date: 03-29 at 18:31:45, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 568.06(6), mean: 819.53, max: 1057.36
Date: 03-29 at 18:31:50, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 483.43(7), mean: 580.27, max: 644.96
Date: 03-29 at 18:31:52, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 464.95(7), mean: 625.48, max: 700.90
Date: 03-29 at 18:31:55, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 452.23(6), mean: 634.88, max: 725.19
Date: 03-29 at 18:31:58, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 452.09(6), mean: 554.06, max: 688.36
Date: 03-29 at 18:32:01, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 446.28(7), mean: 528.36, max: 726.86
Date: 03-29 at 18:32:09, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 434.41(6), mean: 466.02, max: 522.43
Date: 03-29 at 18:32:15, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 391.32(6), mean: 452.62, max: 492.17
Date: 03-29 at 18:32:16, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 389.16(6), mean: 479.42, max: 518.87
Date: 03-29 at 18:32:24, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 384.34(6), mean: 453.16, max: 491.80
Date: 03-29 at 18:32:26, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 457.88, max: 529.26
Date: 03-29 at 18:32:31, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 432.46, max: 516.16
Date: 03-29 at 18:32:37, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 430.01, max: 515.87
Date: 03-29 at 18:32:42, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 423.91, max: 526.48
Date: 03-29 at 18:32:50, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 422.09, max: 526.48
Date: 03-29 at 18:32:59, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 1273.26, max: 1660.69
Date: 03-29 at 18:33:01, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 1188.16, max: 1601.19
Date: 03-29 at 18:33:04, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 957.27, max: 1247.28
Date: 03-29 at 18:33:09, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 569.87, max: 659.11
Date: 03-29 at 18:33:19, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 1260.41, max: 1627.66
Date: 03-29 at 18:33:22, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 362.17(5), mean: 1041.83, max: 1354.59
