Date: 01-28 at 20:09:26, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1495.29(13), mean: 3612.31, max: 4183.45
Date: 01-28 at 20:11:05, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1230.38(12), mean: 3494.51, max: 4065.70
Date: 01-28 at 20:12:47, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1134.82(12), mean: 3062.63, max: 3874.75
Date: 01-28 at 20:14:32, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1099.81(11), mean: 3062.45, max: 3864.47
Date: 01-28 at 20:16:12, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1099.81(11), mean: 2966.06, max: 3640.28
Date: 01-28 at 20:18:01, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1099.81(11), mean: 2405.98, max: 3386.80
Date: 01-28 at 20:19:50, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1099.81(11), mean: 1776.74, max: 3231.02
Date: 01-28 at 20:21:36, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1062.26(13), mean: 1424.73, max: 2884.84
Date: 01-28 at 20:23:27, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1027.96(13), mean: 1278.23, max: 2926.05
Date: 01-28 at 20:25:11, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 993.10(12), mean: 1218.72, max: 2750.04
Date: 01-28 at 20:26:53, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 991.05(12), mean: 1086.74, max: 1264.44
Date: 01-28 at 20:28:39, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 978.22(12), mean: 1063.62, max: 1188.23
Date: 01-28 at 20:30:28, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 1078.57, max: 1194.39
Date: 01-28 at 20:32:09, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 1054.31, max: 1194.39
Date: 01-28 at 20:33:57, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 1061.01, max: 1194.39
Date: 01-28 at 20:35:41, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 1101.76, max: 1239.75
Date: 01-28 at 20:37:37, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 1057.39, max: 1239.46
Date: 01-28 at 20:39:31, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 3519.91, max: 4047.03
Date: 01-28 at 20:41:17, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 1282.35, max: 1453.28
Date: 01-28 at 20:42:50, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 1262.55, max: 1410.18
Date: 01-28 at 20:44:36, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 977.62(12), mean: 1266.04, max: 1431.54
Date: 01-28 at 20:46:20, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 962.52(12), mean: 3028.47, max: 3358.78
Date: 01-28 at 20:48:11, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 945.16(11), mean: 1180.60, max: 1328.58
