Date: 08-06 at 11:48:31, iter: 1, new3, Khoo: 778.93, current_best: 1388.03 best obj: 1388.03(4) mean: 3514.93, max: 4874.98
Date: 08-06 at 11:49:17, iter: 2, new3, Khoo: 778.93, current_best: 1265.09 best obj: 1265.09(9) mean: 2201.75, max: 3573.07
Date: 08-06 at 11:50:26, iter: 3, new3, Khoo: 778.93, current_best: 1064.39 best obj: 1064.39(8) mean: 2152.36, max: 3470.94
Date: 08-06 at 11:51:36, iter: 4, new3, Khoo: 778.93, current_best: 1020.61 best obj: 1020.61(8) mean: 2098.00, max: 3308.70
Date: 08-06 at 11:52:56, iter: 5, new3, Khoo: 778.93, current_best: 1015.37 best obj: 1015.37(8) mean: 1946.66, max: 3287.90
Date: 08-06 at 11:53:49, iter: 6, new3, Khoo: 778.93, current_best: 1015.37 best obj: 1015.37(8) mean: 2015.72, max: 3200.12
Date: 08-06 at 11:55:05, iter: 7, new3, Khoo: 778.93, current_best: 1015.37 best obj: 1015.37(8) mean: 1997.49, max: 3223.86
Date: 08-06 at 11:56:20, iter: 8, new3, Khoo: 778.93, current_best: 1015.37 best obj: 1015.37(8) mean: 1636.77, max: 2877.47
Date: 08-06 at 11:57:19, iter: 10, new3, Khoo: 778.93, current_best: 1015.37 best obj: 1015.37(8) mean: 1448.98, max: 2259.10
Date: 08-06 at 11:58:20, iter: 11, new3, Khoo: 778.93, current_best: 1015.37 best obj: 1015.37(8) mean: 1162.33, max: 1428.59
Date: 08-06 at 11:59:18, iter: 12, new3, Khoo: 778.93, current_best: 1009.31 best obj: 1009.31(7) mean: 1115.64, max: 1342.36
Date: 08-06 at 12:00:18, iter: 13, new3, Khoo: 778.93, current_best: 1001.81 best obj: 1001.81(7) mean: 1100.85, max: 1289.34
Date: 08-06 at 12:01:19, iter: 14, new3, Khoo: 778.93, current_best: 1001.81 best obj: 1001.81(7) mean: 1175.11, max: 1391.40
Date: 08-06 at 12:02:29, iter: 15, new3, Khoo: 778.93, current_best: 988.01 best obj: 988.01(7) mean: 1100.29, max: 1228.78
Date: 08-06 at 12:03:26, iter: 16, new3, Khoo: 778.93, current_best: 940.63 best obj: 940.63(8) mean: 1033.13, max: 1260.44
Date: 08-06 at 12:04:23, iter: 17, new3, Khoo: 778.93, current_best: 906.93 best obj: 906.93(8) mean: 1011.64, max: 1140.13
Date: 08-06 at 12:05:33, iter: 18, new3, Khoo: 778.93, current_best: 906.24 best obj: 906.24(8) mean: 1037.00, max: 1162.61
Date: 08-06 at 12:06:32, iter: 19, new3, Khoo: 778.93, current_best: 906.24 best obj: 906.24(8) mean: 1024.10, max: 1170.31
Date: 08-06 at 12:07:37, iter: 20, new3, Khoo: 778.93, current_best: 906.24 best obj: 906.24(8) mean: 992.86, max: 1093.36
