Date: 10-22 at 20:51:19, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3505.65(5), mean: 9027.13, max: 11169.40
Date: 10-22 at 20:53:46, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3324.40(5), mean: 7660.97, max: 9219.90
Date: 10-22 at 20:57:23, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3266.67(5), mean: 7092.25, max: 8876.70
Date: 10-22 at 21:01:00, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3230.16(5), mean: 6848.45, max: 8913.64
Date: 10-22 at 21:03:39, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3209.15(5), mean: 6743.37, max: 9060.23
Date: 10-22 at 21:06:17, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3141.43(5), mean: 5273.39, max: 7588.71
Date: 10-22 at 21:08:52, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3090.53(5), mean: 4872.68, max: 7514.55
Date: 10-22 at 21:11:43, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3040.32(5), mean: 3828.92, max: 5368.76
Date: 10-22 at 21:14:15, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2940.45(9), mean: 3656.54, max: 5397.68
Date: 10-22 at 21:18:42, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2759.00(9), mean: 3288.93, max: 5391.14
Date: 10-22 at 21:22:53, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2706.99(9), mean: 3312.44, max: 5401.76
Date: 10-22 at 21:27:38, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2658.98(9), mean: 2954.44, max: 3193.13
Date: 10-22 at 21:31:02, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2652.48(9), mean: 3045.32, max: 3244.53
Date: 10-22 at 21:33:43, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2628.63(9), mean: 3188.33, max: 3512.28
Date: 10-22 at 21:38:03, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2628.40(9), mean: 3103.27, max: 3601.21
Date: 10-22 at 21:40:58, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2574.57(9), mean: 3093.28, max: 3615.90
Date: 10-22 at 21:44:37, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2490.99(9), mean: 3010.24, max: 3482.01
Date: 10-22 at 21:47:55, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2422.69(9), mean: 2748.18, max: 3346.50
Date: 10-22 at 21:52:12, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2406.19(9), mean: 2622.91, max: 2902.80
Date: 10-22 at 21:55:49, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2402.74(9), mean: 2696.75, max: 2991.52
Date: 10-22 at 22:00:11, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2402.35(9), mean: 2536.38, max: 2671.51
Date: 10-22 at 22:03:19, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2401.93(9), mean: 2608.56, max: 2796.36
Date: 10-22 at 22:07:40, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2381.54(9), mean: 2490.36, max: 2659.83
Date: 10-22 at 22:11:42, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2297.27(9), mean: 2527.25, max: 2620.82
Date: 10-22 at 22:15:41, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2295.67(9), mean: 2546.49, max: 2741.61
Date: 10-22 at 22:20:11, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2294.97(9), mean: 2424.47, max: 2557.84
Date: 10-22 at 22:23:34, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2277.80(9), mean: 2410.18, max: 2609.20
Date: 10-22 at 22:26:37, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2272.78(9), mean: 2472.90, max: 2885.06
Date: 10-22 at 22:30:57, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2272.78(9), mean: 2409.23, max: 3000.50
Date: 10-22 at 22:34:12, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2272.78(9), mean: 2493.66, max: 3087.78
Date: 10-22 at 22:37:37, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2272.78(9), mean: 2431.28, max: 2696.72
Date: 10-22 at 22:41:29, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2272.78(9), mean: 2431.66, max: 2672.30
Date: 10-22 at 22:45:54, #particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2272.78(9), mean: 2817.12, max: 3974.77
Date: 10-22 at 22:49:32, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2272.78(9), mean: 2563.19, max: 3606.48
