Date: 10-23 at 09:01:58, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3609.48(5), mean: 9014.25, max: 11073.77
Date: 10-23 at 09:05:32, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 3017.29(5), mean: 8673.97, max: 10773.42
Date: 10-23 at 09:08:43, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2758.57(5), mean: 7971.92, max: 9805.06
Date: 10-23 at 09:12:03, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2726.11(5), mean: 7985.56, max: 9792.70
Date: 10-23 at 09:14:53, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2725.81(5), mean: 6442.96, max: 8207.30
Date: 10-23 at 09:18:06, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2725.81(5), mean: 3176.71, max: 3462.89
Date: 10-23 at 09:21:09, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2725.81(5), mean: 3324.72, max: 3643.71
Date: 10-23 at 09:23:53, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2725.81(5), mean: 3187.45, max: 3806.02
Date: 10-23 at 09:26:55, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2725.81(5), mean: 3035.80, max: 3244.40
Date: 10-23 at 09:29:48, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2725.81(5), mean: 3340.51, max: 4135.71
Date: 10-23 at 09:32:43, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2725.81(5), mean: 3284.14, max: 4158.57
Date: 10-23 at 09:35:50, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2710.75(5), mean: 2858.93, max: 3026.71
Date: 10-23 at 09:38:36, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2703.51(5), mean: 3030.05, max: 3390.53
Date: 10-23 at 09:41:35, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2690.94(5), mean: 2979.21, max: 3364.44
Date: 10-23 at 09:44:22, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 2038.56, best obj: 2688.30(5), mean: 2873.89, max: 3174.50
