Date: 08-23 at 23:25:34, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 4042.74(9), mean: 10796.99, max: 12178.64
Date: 08-23 at 23:31:37, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3469.56(9), mean: 9776.64, max: 11439.40
Date: 08-23 at 23:37:52, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3232.94(9), mean: 9409.82, max: 10883.39
Date: 08-23 at 23:44:06, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3187.71(8), mean: 9424.34, max: 10830.97
Date: 08-23 at 23:49:56, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3108.78(8), mean: 8519.90, max: 9748.25
Date: 08-23 at 23:56:02, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3058.33(8), mean: 7917.18, max: 9412.96
Date: 08-24 at 00:01:57, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3035.48(8), mean: 7526.81, max: 9334.97
Date: 08-24 at 00:07:55, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3035.48(8), mean: 6661.25, max: 8607.31
Date: 08-24 at 00:14:03, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3035.48(8), mean: 6013.42, max: 8648.18
Date: 08-24 at 00:19:36, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3035.48(8), mean: 5845.71, max: 8803.07
Date: 08-24 at 00:25:48, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3035.48(8), mean: 3806.83, max: 8823.57
Date: 08-24 at 00:31:43, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2756.84(14), mean: 3656.47, max: 5180.25
Date: 08-24 at 00:38:08, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2686.50(14), mean: 3614.98, max: 5221.33
Date: 08-24 at 00:44:09, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2669.72(14), mean: 3614.20, max: 5229.01
Date: 08-24 at 00:50:23, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2660.19(14), mean: 3586.44, max: 5264.96
Date: 08-24 at 00:56:26, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2616.02(13), mean: 3382.94, max: 4175.04
Date: 08-24 at 01:02:08, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2611.48(13), mean: 3446.69, max: 4238.46
Date: 08-24 at 01:09:36, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2598.99(13), mean: 2845.61, max: 3105.84
Date: 08-24 at 01:16:20, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2598.99(12), mean: 2906.06, max: 3218.90
Date: 08-24 at 01:22:49, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2598.99(12), mean: 2892.49, max: 3351.37
Date: 08-24 at 01:29:29, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2598.99(12), mean: 2792.14, max: 3032.72
Date: 08-24 at 01:35:56, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2598.99(12), mean: 2893.70, max: 3167.32
Date: 08-24 at 01:42:41, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2598.99(12), mean: 3343.46, max: 4059.39
Date: 08-24 at 01:48:59, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2598.99(12), mean: 3205.70, max: 4110.73
Date: 08-24 at 01:55:25, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2598.99(12), mean: 2866.74, max: 3459.32
Date: 08-24 at 02:01:39, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2534.49(14), mean: 2753.63, max: 2878.94
Date: 08-24 at 02:07:24, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2513.86(13), mean: 2845.52, max: 3005.86
Date: 08-24 at 02:13:39, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2513.86(13), mean: 2845.19, max: 3089.41
Date: 08-24 at 02:20:03, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2513.86(13), mean: 2706.14, max: 2895.83
Date: 08-24 at 02:25:59, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2513.86(13), mean: 2753.59, max: 2933.47
Date: 08-24 at 02:32:06, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2513.86(13), mean: 2690.62, max: 3057.00
Date: 08-24 at 02:38:07, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2513.86(13), mean: 3104.97, max: 3946.36
Date: 08-24 at 02:44:14, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2459.36(13), mean: 2886.83, max: 3612.91
Date: 08-24 at 02:50:04, #particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2437.00(13), mean: 2925.09, max: 3704.67
Date: 08-24 at 02:55:57, #particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2436.93(13), mean: 2979.66, max: 3762.29
Date: 08-24 at 03:01:41, #particle: 15, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2436.93(13), mean: 2912.39, max: 3475.82
Date: 08-24 at 03:07:50, #particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2877.80, max: 3248.83
Date: 08-24 at 03:13:34, #particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2712.32, max: 3111.39
Date: 08-24 at 03:20:00, #particle: 15, iter: 42, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2641.10, max: 3020.00
Date: 08-24 at 03:26:11, #particle: 15, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2608.27, max: 2798.75
Date: 08-24 at 03:31:44, #particle: 15, iter: 44, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2572.96, max: 2854.17
Date: 08-24 at 03:37:41, #particle: 15, iter: 46, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3041.01, max: 4106.14
Date: 08-24 at 03:43:34, #particle: 15, iter: 47, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2634.86, max: 3543.76
Date: 08-24 at 03:48:56, #particle: 15, iter: 48, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2687.06, max: 3648.10
Date: 08-24 at 03:55:01, #particle: 15, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2563.19, max: 2766.59
Date: 08-24 at 04:01:23, #particle: 15, iter: 51, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3005.56, max: 3569.13
Date: 08-24 at 04:08:12, #particle: 15, iter: 53, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 10092.60, max: 11921.76
Date: 08-24 at 04:14:42, #particle: 15, iter: 54, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3371.85, max: 3627.05
Date: 08-24 at 04:20:29, #particle: 15, iter: 55, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3431.72, max: 3691.16
Date: 08-24 at 04:25:49, #particle: 15, iter: 57, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3998.39, max: 4532.86
Date: 08-24 at 04:31:02, #particle: 15, iter: 58, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3884.96, max: 4536.05
Date: 08-24 at 04:37:02, #particle: 15, iter: 59, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3787.96, max: 4357.29
Date: 08-24 at 04:43:45, #particle: 15, iter: 60, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2871.52, max: 3139.97
Date: 08-24 at 04:49:27, #particle: 15, iter: 62, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3215.79, max: 3749.98
Date: 08-24 at 04:51:47, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3837.19(9), mean: 10255.68, max: 12112.12
Date: 08-24 at 04:55:09, #particle: 15, iter: 63, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3214.26, max: 3763.25
Date: 08-24 at 04:59:38, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3415.79(9), mean: 9649.31, max: 11412.96
Date: 08-24 at 05:01:15, #particle: 15, iter: 65, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 9726.66, max: 11534.68
Date: 08-24 at 05:07:20, #particle: 15, iter: 66, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3259.55, max: 3627.69
Date: 08-24 at 05:08:00, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3196.09(9), mean: 8556.48, max: 10309.96
Date: 08-24 at 05:13:21, #particle: 15, iter: 68, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3497.69, max: 4291.80
Date: 08-24 at 05:16:16, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3175.34(9), mean: 8585.88, max: 10285.01
Date: 08-24 at 05:19:09, #particle: 15, iter: 69, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3459.38, max: 4332.57
Date: 08-24 at 05:24:29, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2905.38(13), mean: 7487.35, max: 8918.12
Date: 08-24 at 05:24:35, #particle: 15, iter: 70, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3426.17, max: 4117.57
Date: 08-24 at 05:30:15, #particle: 15, iter: 71, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3350.63, max: 4107.99
Date: 08-24 at 05:33:34, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2788.00(13), mean: 7020.56, max: 8162.99
Date: 08-24 at 05:35:55, #particle: 15, iter: 73, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3703.25, max: 4788.83
Date: 08-24 at 05:41:39, #particle: 15, iter: 74, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3684.56, max: 4647.32
Date: 08-24 at 05:42:40, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2760.80(13), mean: 6631.17, max: 7655.44
Date: 08-24 at 05:47:36, #particle: 15, iter: 75, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3333.98, max: 3976.73
Date: 08-24 at 05:51:38, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2684.33(13), mean: 6759.53, max: 7873.23
Date: 08-24 at 05:54:07, #particle: 15, iter: 77, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 9657.53, max: 11718.18
Date: 08-24 at 05:59:32, #particle: 15, iter: 79, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 4070.93, max: 9926.58
Date: 08-24 at 06:00:37, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2672.28(12), mean: 6000.80, max: 7248.43
Date: 08-24 at 06:05:17, #particle: 15, iter: 80, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3983.70, max: 9229.09
Date: 08-24 at 06:10:20, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2671.79(12), mean: 3042.18, max: 3297.08
Date: 08-24 at 06:11:26, #particle: 15, iter: 81, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2804.77, max: 3145.78
Date: 08-24 at 06:16:36, #particle: 15, iter: 82, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2898.32, max: 3256.28
Date: 08-24 at 06:19:11, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2634.41(12), mean: 3160.99, max: 3451.60
Date: 08-24 at 06:22:14, #particle: 15, iter: 84, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3302.26, max: 3913.15
Date: 08-24 at 06:27:52, #particle: 15, iter: 85, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3254.73, max: 3911.85
Date: 08-24 at 06:28:24, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2632.52(12), mean: 3219.73, max: 3443.91
Date: 08-24 at 06:33:54, #particle: 15, iter: 86, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2743.85, max: 3906.14
Date: 08-24 at 06:37:46, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2627.12(14), mean: 2819.46, max: 3205.98
Date: 08-24 at 06:39:31, #particle: 15, iter: 87, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2705.24, max: 2860.02
Date: 08-24 at 06:46:31, #particle: 15, iter: 90, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 10173.81, max: 11571.92
Date: 08-24 at 06:48:09, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2595.07(14), mean: 2866.57, max: 3322.59
Date: 08-24 at 06:52:57, #particle: 15, iter: 91, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 7418.13, max: 11675.22
Date: 08-24 at 06:57:09, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2545.74(13), mean: 2911.70, max: 3447.94
Date: 08-24 at 06:58:34, #particle: 15, iter: 92, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 5942.29, max: 10530.37
Date: 08-24 at 07:04:44, #particle: 15, iter: 93, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 4942.40, max: 10490.28
Date: 08-24 at 07:05:42, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2539.18(13), mean: 2934.24, max: 3186.64
Date: 08-24 at 07:11:11, #particle: 15, iter: 95, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3595.27, max: 4524.35
Date: 08-24 at 07:15:19, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2515.49(13), mean: 2776.77, max: 3160.69
Date: 08-24 at 07:17:00, #particle: 15, iter: 96, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3617.35, max: 4634.85
Date: 08-24 at 07:22:07, #particle: 15, iter: 97, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 3553.78, max: 4579.31
Date: 08-24 at 07:25:02, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2457.23(13), mean: 2694.49, max: 2958.24
Date: 08-24 at 07:27:42, #particle: 15, iter: 98, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2353.19(12), mean: 2842.92, max: 3316.24
