Date: 01-30 at 19:40:29, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 3525.68(9), mean: 10540.06, max: 12426.85
Date: 01-30 at 19:50:50, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2991.33(9), mean: 9130.92, max: 11389.29
Date: 01-30 at 20:02:35, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2955.83(9), mean: 9034.64, max: 11253.66
Date: 01-30 at 20:12:57, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2942.71(9), mean: 7459.64, max: 9802.18
Date: 01-30 at 20:23:42, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2905.79(9), mean: 6669.40, max: 9293.91
Date: 01-30 at 20:33:43, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2902.00(9), mean: 5236.79, max: 7537.61
Date: 01-30 at 20:44:46, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2902.00(9), mean: 4277.66, max: 6479.93
Date: 01-30 at 20:56:03, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2902.00(9), mean: 4093.88, max: 6317.43
Date: 01-30 at 21:07:50, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2902.00(9), mean: 3858.74, max: 6238.76
Date: 01-30 at 21:19:50, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2782.39(13), mean: 3292.70, max: 5966.23
Date: 01-30 at 21:30:22, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1775.08, best obj: 2661.22(13), mean: 3456.05, max: 5734.48
