Date: 02-02 at 02:40:58, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1390.07(14), mean: 3489.77, max: 3960.85
Date: 02-02 at 02:42:28, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1153.14(12), mean: 3271.06, max: 3907.81
Date: 02-02 at 02:43:57, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1137.25(12), mean: 3161.41, max: 3773.95
Date: 02-02 at 02:45:27, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1063.49(12), mean: 2965.20, max: 3528.94
Date: 02-02 at 02:46:50, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1063.49(12), mean: 2820.65, max: 3506.39
Date: 02-02 at 02:48:22, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1036.21(14), mean: 2279.55, max: 3197.92
Date: 02-02 at 02:50:03, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1008.02(13), mean: 2163.40, max: 3152.73
Date: 02-02 at 02:51:43, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 995.31(14), mean: 1719.19, max: 2539.92
Date: 02-02 at 02:53:26, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 957.08(13), mean: 1095.75, max: 1182.17
Date: 02-02 at 02:55:00, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 869.74(11), mean: 1037.32, max: 1189.77
Date: 02-02 at 02:56:22, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 867.43(11), mean: 1013.20, max: 1182.26
Date: 02-02 at 02:57:48, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 867.43(11), mean: 958.63, max: 1031.75
Date: 02-02 at 02:59:20, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 867.43(11), mean: 938.04, max: 997.15
Date: 02-02 at 03:00:43, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 867.43(11), mean: 929.82, max: 997.04
Date: 02-02 at 03:02:09, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 867.43(11), mean: 929.46, max: 995.53
Date: 02-02 at 03:03:39, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.70(11), mean: 3220.76, max: 3923.69
Date: 02-02 at 03:05:09, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.70(11), mean: 2659.12, max: 3280.15
Date: 02-02 at 03:06:31, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.70(11), mean: 2466.29, max: 3071.71
Date: 02-02 at 03:08:12, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.70(11), mean: 1173.12, max: 1377.03
Date: 02-02 at 03:09:51, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.70(11), mean: 3443.70, max: 3824.94
Date: 02-02 at 03:11:18, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.70(11), mean: 2747.89, max: 3718.90
