Date: 04-27 at 18:10:55, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 455.81(2), mean: 1395.05, max: 1583.87
Date: 04-27 at 18:10:57, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 448.92(2), mean: 1519.62, max: 1717.83
Date: 04-27 at 18:10:59, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 447.65(2), mean: 1644.56, max: 1851.79
Date: 04-27 at 18:11:03, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 447.65(2), mean: 1937.34, max: 2165.48
Date: 04-27 at 18:11:09, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 447.65(2), mean: 2062.37, max: 2299.44
Date: 04-27 at 18:11:15, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 447.65(2), mean: 2187.40, max: 2433.40
Date: 04-27 at 18:11:23, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 447.65(2), mean: 2312.43, max: 2567.36
Date: 04-27 at 18:11:35, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 447.65(2), mean: 863.61, max: 1015.06
Date: 04-27 at 18:11:36, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 444.40(2), mean: 518.27, max: 644.77
Date: 04-27 at 18:11:37, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 439.97(2), mean: 487.89, max: 639.34
Date: 04-27 at 18:11:38, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 427.21(3), mean: 485.49, max: 639.34
Date: 04-27 at 18:11:38, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 426.85(3), mean: 482.26, max: 639.34
Date: 04-27 at 18:11:39, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 510.60, max: 656.69
Date: 04-27 at 18:11:40, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 550.07, max: 854.06
Date: 04-27 at 18:11:41, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 566.90, max: 938.19
Date: 04-27 at 18:11:42, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 595.41, max: 1080.77
Date: 04-27 at 18:11:43, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 623.93, max: 1223.35
Date: 04-27 at 18:11:44, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 841.41, max: 1003.96
Date: 04-27 at 18:11:45, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 548.63, max: 698.74
Date: 04-27 at 18:11:46, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 499.55, max: 592.67
Date: 04-27 at 18:11:46, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 424.08(3), mean: 513.38, max: 658.14
Date: 04-27 at 18:11:47, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 380.86(3), mean: 840.11, max: 1015.06
Date: 04-27 at 18:11:48, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 376.22(3), mean: 522.04, max: 710.09
Date: 04-27 at 18:11:49, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 376.22(3), mean: 485.34, max: 643.20
Date: 04-27 at 18:11:50, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 376.22(3), mean: 477.94, max: 643.20
Date: 04-27 at 18:11:50, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 376.22(3), mean: 470.66, max: 643.20
Date: 04-27 at 18:11:51, particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, best obj: 376.22(3), mean: 470.66, max: 643.20
