Date: 07-06 at 06:24:57, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1682.10(20) mean: 2689.57, max: 2915.97
Date: 07-06 at 06:26:12, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1650.65(22) mean: 2482.81, max: 2929.15
Date: 07-06 at 06:27:27, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1600.04(20) mean: 2417.58, max: 2939.68
Date: 07-06 at 06:28:46, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1579.51(20) mean: 2422.71, max: 2931.09
Date: 07-06 at 06:30:00, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1579.14(20) mean: 2435.95, max: 2960.81
Date: 07-06 at 06:31:19, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1579.14(20) mean: 2233.43, max: 2948.99
Date: 07-06 at 06:32:42, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1579.14(20) mean: 2145.22, max: 2985.14
Date: 07-06 at 06:33:58, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1579.14(20) mean: 1993.06, max: 2947.01
Date: 07-06 at 06:35:25, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1562.95(19) mean: 1646.38, max: 1814.13
Date: 07-06 at 06:36:40, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1562.58(19) mean: 1652.22, max: 1851.90
Date: 07-06 at 06:37:49, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1562.58(19) mean: 1684.71, max: 1854.92
Date: 07-06 at 06:39:00, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1562.58(19) mean: 1704.36, max: 1852.58
Date: 07-06 at 06:40:15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1562.58(19) mean: 1718.57, max: 1918.49
Date: 07-06 at 06:41:31, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1562.58(19) mean: 1704.86, max: 1929.62
Date: 07-06 at 06:42:54, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1562.58(19) mean: 1752.18, max: 1991.28
Date: 07-06 at 06:44:09, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1560.41(20) mean: 1674.06, max: 1917.62
Date: 07-06 at 06:45:23, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1556.76(20) mean: 1682.47, max: 1862.64
Date: 07-06 at 06:46:38, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1529.26(19) mean: 1652.87, max: 1812.84
Date: 07-06 at 06:47:55, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1528.52(19) mean: 1629.68, max: 1777.22
Date: 07-06 at 06:49:11, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1526.83(19) mean: 1682.48, max: 1846.40
Date: 07-06 at 06:50:21, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1526.83(19) mean: 1716.85, max: 1880.37
Date: 07-06 at 06:51:42, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1526.83(19) mean: 1653.57, max: 1764.32
Date: 07-06 at 06:53:04, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1526.83(19) mean: 1617.51, max: 1718.37
Date: 07-06 at 06:54:15, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1526.83(19) mean: 1639.87, max: 1738.25
Date: 07-06 at 06:55:30, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1526.83(19) mean: 1687.95, max: 1831.29
Date: 07-06 at 06:56:43, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1526.83(19) mean: 1698.32, max: 1880.39
Date: 07-06 at 06:58:00, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.14(19) mean: 1627.05, max: 1825.06
Date: 07-06 at 06:59:21, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.14(19) mean: 1573.45, max: 1612.13
Date: 07-06 at 07:00:35, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.14(19) mean: 1574.64, max: 1621.39
Date: 07-06 at 07:01:48, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.14(19) mean: 1584.50, max: 1644.70
Date: 07-06 at 07:03:08, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.14(19) mean: 1574.79, max: 1675.46
Date: 07-06 at 07:04:22, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.14(19) mean: 1627.00, max: 1801.42
Date: 07-06 at 07:05:40, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1518.17(19) mean: 1574.05, max: 1806.86
Date: 07-06 at 07:06:54, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1513.37(19) mean: 1598.82, max: 1691.91
Date: 07-06 at 07:08:10, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1511.55(19) mean: 1562.48, max: 1628.53
Date: 07-06 at 07:09:22, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1511.55(19) mean: 1596.91, max: 1660.95
Date: 07-06 at 07:10:32, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1511.55(19) mean: 1641.87, max: 1729.40
Date: 07-06 at 07:11:52, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1511.55(19) mean: 1571.38, max: 1629.57
Date: 07-06 at 07:13:14, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1511.55(19) mean: 1555.82, max: 1629.57
Date: 07-06 at 07:14:29, iter: 44, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1511.55(19) mean: 1580.95, max: 1831.14
