Date: 07-06 at 00:42:36, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1612.54(20) mean: 2472.56, max: 2905.07
Date: 07-06 at 00:44:06, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1559.79(19) mean: 2253.83, max: 2898.35
Date: 07-06 at 00:45:28, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1558.84(19) mean: 2260.67, max: 2858.72
Date: 07-06 at 00:46:58, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1558.31(19) mean: 2119.74, max: 2825.30
Date: 07-06 at 00:48:28, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1558.31(19) mean: 1874.29, max: 2782.60
Date: 07-06 at 00:50:02, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1544.77(19) mean: 1619.31, max: 1735.20
Date: 07-06 at 00:51:29, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1539.09(19) mean: 1599.64, max: 1708.84
Date: 07-06 at 00:52:52, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1539.09(19) mean: 1654.18, max: 1751.64
Date: 07-06 at 00:54:18, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1539.09(19) mean: 1666.13, max: 1783.58
Date: 07-06 at 00:55:43, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1539.09(19) mean: 1632.91, max: 1788.04
Date: 07-06 at 00:57:03, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1539.09(19) mean: 1674.85, max: 1831.61
Date: 07-06 at 00:58:35, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1539.09(19) mean: 1668.94, max: 1898.47
Date: 07-06 at 01:00:03, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1539.09(19) mean: 1614.31, max: 1818.20
Date: 07-06 at 01:01:31, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1537.55(20) mean: 1568.42, max: 1644.46
Date: 07-06 at 01:02:48, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1537.25(20) mean: 1602.46, max: 1668.22
Date: 07-06 at 01:04:15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1537.25(20) mean: 1601.18, max: 1688.74
Date: 07-06 at 01:05:41, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1534.97(20) mean: 1575.40, max: 1653.26
Date: 07-06 at 01:07:04, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1534.97(20) mean: 1605.39, max: 1700.58
