Date: 12-20 at 18:10:56, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 1331.87(13), mean: 2704.53, max: 3918.63
Date: 12-20 at 18:11:53, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 1245.07(13), mean: 2508.51, max: 3788.30
Date: 12-20 at 18:12:51, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 1224.21(13), mean: 2196.84, max: 3780.18
Date: 12-20 at 18:13:50, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 1199.99(13), mean: 2207.35, max: 3767.75
Date: 12-20 at 18:14:57, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 1155.61(14), mean: 1259.95, max: 1375.92
Date: 12-20 at 18:15:52, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 1082.89(13), mean: 1288.37, max: 1411.37
Date: 12-20 at 18:16:59, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 1062.35(13), mean: 1145.33, max: 1203.88
Date: 12-20 at 18:17:56, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 1036.11(14), mean: 1114.81, max: 1209.78
Date: 12-20 at 18:18:58, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 978.19(12), mean: 1071.95, max: 1137.58
Date: 12-20 at 18:19:57, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 973.89(12), mean: 1064.51, max: 1176.37
Date: 12-20 at 18:20:59, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 973.89(12), mean: 1043.89, max: 1086.00
Date: 12-20 at 18:21:58, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 973.89(12), mean: 1077.07, max: 1152.58
Date: 12-20 at 18:22:53, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 928.67(12), mean: 1083.89, max: 1172.17
Date: 12-20 at 18:23:54, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 928.67(12), mean: 977.78, max: 1030.00
Date: 12-20 at 18:24:57, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 928.67(12), mean: 974.47, max: 1029.48
Date: 12-20 at 18:25:54, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 893.34(12), mean: 954.22, max: 1025.83
Date: 12-20 at 18:26:50, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 866.60(11), mean: 968.12, max: 1058.84
Date: 12-20 at 18:27:49, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 866.60(11), mean: 959.78, max: 1037.11
Date: 12-20 at 18:28:49, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 866.60(11), mean: 954.85, max: 999.65
Date: 12-20 at 18:29:45, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 866.60(11), mean: 953.05, max: 998.90
Date: 12-20 at 18:30:44, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 866.60(11), mean: 948.59, max: 998.90
Date: 12-20 at 18:31:44, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 866.60(11), mean: 1085.27, max: 1561.25
Date: 12-20 at 18:32:41, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 866.60(11), mean: 964.16, max: 1188.98
Date: 12-20 at 18:33:37, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 834.64(10), mean: 946.24, max: 1148.24
Date: 12-20 at 18:34:34, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 834.56(10), mean: 900.48, max: 1020.22
Date: 12-20 at 18:35:29, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 834.56(10), mean: 899.92, max: 1055.67
Date: 12-20 at 18:36:24, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 834.56(10), mean: 894.42, max: 1063.76
Date: 12-20 at 18:37:22, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 834.56(10), mean: 867.36, max: 992.99
Date: 12-20 at 18:38:17, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 834.56(10), mean: 852.96, max: 986.68
Date: 12-20 at 18:39:18, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 834.56(10), mean: 863.95, max: 1123.36
Date: 12-20 at 18:40:18, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.07, best obj: 834.56(10), mean: 844.99, max: 986.68
