Date: 07-11 at 09:46:04, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1473.75(6) mean: 3338.25, max: 4707.26
Date: 07-11 at 09:46:36, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1375.78(10) mean: 2171.83, max: 3490.12
Date: 07-11 at 09:47:11, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1254.71(9) mean: 1448.08, max: 1631.63
Date: 07-11 at 09:47:40, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1196.13(8) mean: 1507.59, max: 1709.04
Date: 07-11 at 09:48:25, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1183.65(8) mean: 1463.40, max: 1721.02
Date: 07-11 at 09:49:15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1182.34(8) mean: 1489.36, max: 1760.44
Date: 07-11 at 09:49:56, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1182.34(8) mean: 1474.04, max: 1741.86
Date: 07-11 at 09:50:41, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1182.34(8) mean: 1365.61, max: 1768.66
Date: 07-11 at 09:51:28, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1182.34(8) mean: 1257.07, max: 1453.89
Date: 07-11 at 09:52:17, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1173.25(9) mean: 1263.11, max: 1368.45
Date: 07-11 at 09:52:59, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1173.25(9) mean: 1350.96, max: 1461.80
Date: 07-11 at 09:53:50, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1165.35(9) mean: 1233.56, max: 1323.24
Date: 07-11 at 09:54:46, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1132.56(8) mean: 1239.26, max: 1317.17
Date: 07-11 at 09:55:38, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1130.42(8) mean: 1267.09, max: 1346.12
Date: 07-11 at 09:56:15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1130.42(8) mean: 1227.87, max: 1321.43
Date: 07-11 at 09:56:52, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1130.42(8) mean: 1206.83, max: 1368.12
Date: 07-11 at 09:57:32, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1130.42(8) mean: 1173.82, max: 1260.53
Date: 07-11 at 09:58:21, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1130.42(8) mean: 1201.79, max: 1278.38
Date: 07-11 at 09:59:10, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1095.10(8) mean: 1369.35, max: 1695.27
Date: 07-11 at 09:59:57, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1089.99(8) mean: 1182.59, max: 1464.16
Date: 07-11 at 10:00:30, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1085.11(7) mean: 1201.71, max: 1329.96
Date: 07-11 at 10:01:18, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1068.73(7) mean: 1123.60, max: 1229.03
Date: 07-11 at 10:01:56, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1051.67(7) mean: 1097.44, max: 1165.27
Date: 07-11 at 10:02:45, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1097.85, max: 1165.27
Date: 07-11 at 10:03:35, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1093.87, max: 1165.27
Date: 07-11 at 10:04:11, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1142.03, max: 1231.58
Date: 07-11 at 10:04:50, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1088.82, max: 1138.82
Date: 07-11 at 10:05:39, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1080.27, max: 1127.13
Date: 07-11 at 10:06:22, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1350.08, max: 1722.17
Date: 07-11 at 10:07:04, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1181.10, max: 1717.41
Date: 07-11 at 10:07:53, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1114.73, max: 1249.64
Date: 07-11 at 10:08:42, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1104.85, max: 1195.25
Date: 07-11 at 10:09:20, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1365.10, max: 1998.89
Date: 07-11 at 10:10:03, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1248.49, max: 1879.57
Date: 07-11 at 10:10:51, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1132.71, max: 1338.28
Date: 07-11 at 10:11:36, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1112.72, max: 1263.18
Date: 07-11 at 10:12:20, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1331.82, max: 1677.90
Date: 07-11 at 10:12:57, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1207.23, max: 1523.78
Date: 07-11 at 10:13:35, iter: 43, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1036.37(7) mean: 1211.10, max: 1548.09
Date: 07-11 at 10:14:09, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1031.12(6) mean: 1072.99, max: 1158.91
Date: 07-11 at 10:14:57, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1031.12(6) mean: 1070.60, max: 1144.50
Date: 07-11 at 10:15:35, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1031.12(6) mean: 1059.48, max: 1144.50
Date: 07-11 at 10:16:21, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1031.12(6) mean: 1058.11, max: 1144.50
Date: 07-11 at 10:17:08, iter: 48, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1031.12(6) mean: 1057.88, max: 1144.50
Date: 07-11 at 10:17:45, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 926.82 best obj: 1031.12(6) mean: 1336.32, max: 1644.06
