Date: 08-01 at 21:17:15, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 946.89(7), mean: 2445.92, max: 3502.00
Date: 08-01 at 21:18:06, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 885.07(6), mean: 2127.27, max: 3138.07
Date: 08-01 at 21:19:01, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 870.87(6), mean: 2127.74, max: 3112.66
Date: 08-01 at 21:19:54, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 840.74(6), mean: 1696.50, max: 2433.49
Date: 08-01 at 21:20:49, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.56(5), mean: 1668.01, max: 2377.65
Date: 08-01 at 21:21:40, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.56(5), mean: 943.84, max: 1136.41
Date: 08-01 at 21:22:34, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.56(5), mean: 956.54, max: 1037.32
Date: 08-01 at 21:23:25, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.56(5), mean: 975.37, max: 1067.20
Date: 08-01 at 21:24:15, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.56(5), mean: 984.37, max: 1090.65
Date: 08-01 at 21:25:04, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.56(5), mean: 890.11, max: 957.33
Date: 08-01 at 21:25:57, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 833.92(5), mean: 928.87, max: 1039.71
Date: 08-01 at 21:26:45, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 825.79(5), mean: 953.26, max: 1093.90
Date: 08-01 at 21:27:32, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 824.91(5), mean: 866.13, max: 918.77
Date: 08-01 at 21:28:21, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 824.88(5), mean: 905.11, max: 968.54
Date: 08-01 at 21:29:09, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 824.68(5), mean: 875.08, max: 941.90
Date: 08-01 at 21:30:00, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 824.55(5), mean: 908.44, max: 1004.25
Date: 08-01 at 21:30:46, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 819.62(6), mean: 842.91, max: 874.34
Date: 08-01 at 21:31:38, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 816.75(5), mean: 856.41, max: 893.95
Date: 08-01 at 21:32:26, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 812.93(5), mean: 881.76, max: 951.33
Date: 08-01 at 21:33:12, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.77(5), mean: 829.41, max: 859.15
Date: 08-01 at 21:33:57, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 796.71(5), mean: 853.93, max: 896.87
Date: 08-01 at 21:34:41, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 796.61(5), mean: 813.15, max: 845.83
Date: 08-01 at 21:35:23, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 796.61(5), mean: 819.10, max: 851.12
Date: 08-01 at 21:36:11, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 796.61(5), mean: 811.93, max: 835.00
Date: 08-01 at 21:37:01, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 796.61(5), mean: 828.63, max: 851.68
Date: 08-01 at 21:37:51, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 796.61(5), mean: 797.26, max: 801.88
Date: 08-01 at 21:38:42, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 795.87(5), mean: 796.81, max: 800.12
Date: 08-01 at 21:39:39, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 794.82(5), mean: 796.74, max: 800.12
Date: 08-01 at 21:40:32, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 820.83, max: 825.99
Date: 08-01 at 21:41:32, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 832.53, max: 838.54
Date: 08-01 at 21:42:40, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 864.85, max: 873.19
Date: 08-01 at 21:43:43, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 811.32, max: 826.90
Date: 08-01 at 21:44:45, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 802.66, max: 814.60
Date: 08-01 at 21:45:53, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 801.11, max: 840.24
Date: 08-01 at 21:46:55, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 800.62, max: 827.92
Date: 08-01 at 21:48:02, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 841.62, max: 893.56
Date: 08-01 at 21:49:02, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 799.65, max: 832.31
Date: 08-01 at 21:50:05, #particle: 15, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 795.49, max: 804.75
Date: 08-01 at 21:51:11, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 3023.97, max: 3631.79
Date: 08-01 at 21:52:19, #particle: 15, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 1979.68, max: 2885.97
Date: 08-01 at 21:53:23, #particle: 15, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 1225.75, max: 2198.18
Date: 08-01 at 21:54:29, #particle: 15, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 1160.19, max: 1804.02
Date: 08-01 at 21:55:28, #particle: 15, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 891.13, max: 1055.62
Date: 08-01 at 21:56:33, #particle: 15, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 846.24, max: 902.73
Date: 08-01 at 21:57:35, #particle: 15, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 825.83, max: 876.29
Date: 08-01 at 21:58:41, #particle: 15, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 793.91(5), mean: 886.59, max: 952.34
Date: 08-01 at 21:59:40, #particle: 15, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 783.40(6), mean: 835.03, max: 964.37
Date: 08-01 at 22:00:39, #particle: 15, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 817.67, max: 842.63
Date: 08-01 at 22:01:37, #particle: 15, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 817.49, max: 869.15
Date: 08-01 at 22:02:48, #particle: 15, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 814.68, max: 849.06
Date: 08-01 at 22:03:55, #particle: 15, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 813.82, max: 842.63
Date: 08-01 at 22:05:05, #particle: 15, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 850.55, max: 886.22
Date: 08-01 at 22:06:13, #particle: 15, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 794.46, max: 827.61
Date: 08-01 at 22:07:19, #particle: 15, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 790.11, max: 815.67
Date: 08-01 at 22:08:32, #particle: 15, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 792.46, max: 839.54
Date: 08-01 at 22:09:45, #particle: 15, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 785.81, max: 803.96
Date: 08-01 at 22:10:52, #particle: 15, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 802.59, max: 831.48
Date: 08-01 at 22:12:02, #particle: 15, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 3037.63, max: 3717.57
Date: 08-01 at 22:13:18, #particle: 15, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 1818.66, max: 2982.86
Date: 08-01 at 22:14:29, #particle: 15, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 993.26, max: 1183.41
Date: 08-01 at 22:15:40, #particle: 15, iter: 63, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 970.15, max: 1109.22
Date: 08-01 at 22:16:47, #particle: 15, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 907.68, max: 1001.12
Date: 08-01 at 22:17:59, #particle: 15, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 948.87, max: 1067.05
Date: 08-01 at 22:19:07, #particle: 15, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 895.24, max: 994.95
Date: 08-01 at 22:20:19, #particle: 15, iter: 67, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 933.06, max: 1081.82
Date: 08-01 at 22:21:25, #particle: 15, iter: 68, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 852.28, max: 946.22
Date: 08-01 at 22:22:33, #particle: 15, iter: 70, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 2967.21, max: 3658.52
Date: 08-01 at 22:23:49, #particle: 15, iter: 71, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 2238.75, max: 3339.85
Date: 08-01 at 22:25:04, #particle: 15, iter: 72, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 1684.95, max: 2679.66
Date: 08-01 at 22:26:15, #particle: 15, iter: 73, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 778.53(5), mean: 1270.55, max: 2096.61
