Date: 07-30 at 05:10:26, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1432.00(17), mean: 2267.05, max: 2715.84
Date: 07-30 at 05:11:25, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1415.67(17), mean: 2140.69, max: 2700.03
Date: 07-30 at 05:12:28, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1388.52(17), mean: 2171.87, max: 2705.72
Date: 07-30 at 05:13:31, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1388.15(17), mean: 2110.68, max: 2658.04
Date: 07-30 at 05:14:37, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1388.15(17), mean: 1959.26, max: 2601.69
Date: 07-30 at 05:15:40, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1339.00(17), mean: 1663.55, max: 2560.96
Date: 07-30 at 05:16:42, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1337.06(17), mean: 1534.08, max: 2411.74
Date: 07-30 at 05:17:47, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1337.06(17), mean: 1555.38, max: 2448.21
Date: 07-30 at 05:18:48, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1337.06(17), mean: 1527.34, max: 2458.39
Date: 07-30 at 05:19:52, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1337.06(17), mean: 1484.41, max: 1725.05
Date: 07-30 at 05:20:53, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1337.06(17), mean: 1435.50, max: 1547.84
Date: 07-30 at 05:21:55, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1337.06(17), mean: 1485.07, max: 1586.94
Date: 07-30 at 05:22:56, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1337.06(17), mean: 1468.39, max: 1628.97
Date: 07-30 at 05:23:57, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1337.06(17), mean: 1492.27, max: 1689.94
Date: 07-30 at 05:25:00, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1310.73(17), mean: 1379.39, max: 1430.66
Date: 07-30 at 05:26:02, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1293.42(16), mean: 1381.19, max: 1461.03
Date: 07-30 at 05:27:03, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1348.55, max: 1412.52
Date: 07-30 at 05:28:02, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1368.14, max: 1459.70
Date: 07-30 at 05:28:54, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1338.52, max: 1404.22
Date: 07-30 at 05:29:52, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1360.38, max: 1407.03
Date: 07-30 at 05:30:45, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1345.15, max: 1457.32
Date: 07-30 at 05:31:42, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1391.30, max: 1519.47
Date: 07-30 at 05:32:35, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1416.81, max: 1583.02
Date: 07-30 at 05:33:31, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1349.43, max: 1444.11
Date: 07-30 at 05:34:24, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1348.14, max: 1437.69
Date: 07-30 at 05:35:20, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1341.08, max: 1458.15
Date: 07-30 at 05:36:16, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 2462.35, max: 3058.95
Date: 07-30 at 05:37:14, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 2450.58, max: 3015.28
Date: 07-30 at 05:38:12, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 2134.24, max: 2974.29
Date: 07-30 at 05:39:10, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1981.94, max: 2961.21
Date: 07-30 at 05:40:07, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1767.51, max: 2889.45
Date: 07-30 at 05:41:02, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1759.61, max: 2872.23
Date: 07-30 at 05:42:00, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1681.58, max: 2789.59
Date: 07-30 at 05:42:57, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1580.00, max: 2717.26
Date: 07-30 at 05:43:54, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1392.09, max: 1556.07
Date: 07-30 at 05:44:51, #particle: 15, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 2463.63, max: 3026.32
Date: 07-30 at 05:45:47, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 2131.40, max: 2836.68
Date: 07-30 at 05:46:42, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1919.85, max: 2856.76
Date: 07-30 at 05:47:35, #particle: 15, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1733.60, max: 2758.76
Date: 07-30 at 05:48:29, #particle: 15, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1772.37, max: 2785.43
Date: 07-30 at 05:49:23, #particle: 15, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1679.33, max: 2544.51
Date: 07-30 at 05:50:17, #particle: 15, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1695.99, max: 2574.01
Date: 07-30 at 05:51:11, #particle: 15, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1540.46, max: 2542.78
Date: 07-30 at 05:52:02, #particle: 15, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1400.77, max: 1530.18
Date: 07-30 at 05:52:54, #particle: 15, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 2456.38, max: 2959.45
Date: 07-30 at 05:53:45, #particle: 15, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 2074.05, max: 2911.10
Date: 07-30 at 05:54:37, #particle: 15, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 2074.47, max: 2905.16
Date: 07-30 at 05:55:29, #particle: 15, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1426.92, max: 1544.83
Date: 07-30 at 05:56:19, #particle: 15, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1390.28, max: 1479.94
Date: 07-30 at 05:57:11, #particle: 15, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1424.14, max: 1523.60
Date: 07-30 at 05:58:01, #particle: 15, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1467.88, max: 1603.12
Date: 07-30 at 05:58:51, #particle: 15, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1366.51, max: 1444.42
Date: 07-30 at 05:59:44, #particle: 15, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1269.15(16), mean: 1346.85, max: 1431.55
