Date: 10-31 at 17:01:03, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 1309.85(4), mean: 2630.07, max: 3649.70
Date: 10-31 at 17:01:37, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 1065.74(6), mean: 1787.49, max: 2547.78
Date: 10-31 at 17:02:21, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 933.01(6), mean: 1625.61, max: 2284.36
Date: 10-31 at 17:03:01, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 899.72(6), mean: 1323.51, max: 1823.09
Date: 10-31 at 17:03:47, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 886.10(6), mean: 1358.03, max: 1827.41
Date: 10-31 at 17:04:22, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 853.16(6), mean: 1335.10, max: 1670.66
Date: 10-31 at 17:05:12, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 844.74(7), mean: 1174.37, max: 1592.48
Date: 10-31 at 17:05:53, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 752.76(6), mean: 1008.43, max: 1339.16
Date: 10-31 at 17:06:35, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 741.34(6), mean: 944.67, max: 1046.08
Date: 10-31 at 17:07:32, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 738.30(6), mean: 970.75, max: 1063.84
Date: 10-31 at 17:08:12, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 738.30(6), mean: 985.87, max: 1094.45
Date: 10-31 at 17:09:02, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 738.30(6), mean: 998.70, max: 1117.80
Date: 10-31 at 17:09:34, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 735.92(5), mean: 819.70, max: 903.99
Date: 10-31 at 17:10:17, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 705.83(5), mean: 781.50, max: 847.23
Date: 10-31 at 17:10:53, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 705.83(5), mean: 737.58, max: 822.60
