Date: 07-30 at 05:16:21, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1496.05(18), mean: 2289.90, max: 2826.24
Date: 07-30 at 05:17:12, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1446.99(17), mean: 2184.82, max: 2798.31
Date: 07-30 at 05:18:07, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1403.16(18), mean: 1784.46, max: 2774.66
Date: 07-30 at 05:19:04, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1324.73(18), mean: 1666.78, max: 2640.67
Date: 07-30 at 05:19:52, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1677.70, max: 2598.32
Date: 07-30 at 05:20:48, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1550.42, max: 2581.74
Date: 07-30 at 05:21:44, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1452.97, max: 1627.54
Date: 07-30 at 05:22:33, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1489.45, max: 1672.64
Date: 07-30 at 05:23:31, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1394.11, max: 1461.85
Date: 07-30 at 05:24:27, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1425.24, max: 1492.50
Date: 07-30 at 05:25:23, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1392.51, max: 1508.40
Date: 07-30 at 05:26:17, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1400.51, max: 1468.97
Date: 07-30 at 05:27:09, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1442.53, max: 1524.67
Date: 07-30 at 05:28:08, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 1376.64, max: 1459.49
Date: 07-30 at 05:29:04, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 2465.40, max: 3058.95
Date: 07-30 at 05:29:54, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 2062.20, max: 3028.04
Date: 07-30 at 05:30:45, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 2091.62, max: 3075.11
Date: 07-30 at 05:31:29, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.85(17), mean: 2024.90, max: 2881.32
