Date: 08-01 at 13:13:08, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1470.37(17), mean: 2267.37, max: 2697.81
Date: 08-01 at 13:14:17, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1314.84(16), mean: 2192.09, max: 2640.83
Date: 08-01 at 13:15:26, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1310.14(16), mean: 2006.38, max: 2656.59
Date: 08-01 at 13:16:36, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1803.24, max: 2626.23
Date: 08-01 at 13:17:49, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1613.29, max: 2461.34
Date: 08-01 at 13:18:58, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1612.33, max: 2469.22
Date: 08-01 at 13:20:06, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1451.88, max: 1580.13
Date: 08-01 at 13:21:05, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1492.88, max: 1648.80
Date: 08-01 at 13:22:02, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1531.31, max: 1686.70
Date: 08-01 at 13:23:13, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1411.91, max: 1588.88
Date: 08-01 at 13:24:16, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1466.14, max: 1637.11
Date: 08-01 at 13:25:32, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1445.13, max: 1671.17
Date: 08-01 at 13:26:38, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1411.22, max: 1537.06
Date: 08-01 at 13:27:43, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 2464.96, max: 3058.95
Date: 08-01 at 13:28:43, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 2391.99, max: 2909.78
Date: 08-01 at 13:29:52, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 2154.03, max: 2818.82
Date: 08-01 at 13:30:56, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1979.43, max: 2781.93
Date: 08-01 at 13:32:03, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.29(16), mean: 1871.18, max: 2623.16
Date: 08-01 at 13:33:11, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1303.99(16), mean: 1825.16, max: 2645.85
Date: 08-01 at 13:34:16, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1695.56, max: 2530.73
Date: 08-01 at 13:35:22, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1568.26, max: 2511.65
Date: 08-01 at 13:36:26, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1558.85, max: 2500.61
Date: 08-01 at 13:37:40, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1485.51, max: 2458.99
Date: 08-01 at 13:38:42, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1426.42, max: 1595.31
Date: 08-01 at 13:39:49, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1453.52, max: 1644.80
Date: 08-01 at 13:40:54, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1370.61, max: 1561.97
Date: 08-01 at 13:42:05, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1351.17, max: 1429.68
Date: 08-01 at 13:43:14, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1376.50, max: 1462.75
Date: 08-01 at 13:44:12, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 1422.85, max: 1518.95
Date: 08-01 at 13:45:20, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 2465.34, max: 3026.32
Date: 08-01 at 13:46:21, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.78(16), mean: 2240.36, max: 2973.72
