Date: 07-17 at 12:49:26, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 1060.69(8) mean: 3478.14, max: 4415.58
Date: 07-17 at 12:50:17, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 926.28(7) mean: 2307.68, max: 3974.90
Date: 07-17 at 12:51:00, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 892.50(7) mean: 1784.62, max: 3825.42
Date: 07-17 at 12:51:46, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 879.52(7) mean: 1217.90, max: 3014.24
Date: 07-17 at 12:52:29, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 816.43(6) mean: 982.20, max: 1735.72
Date: 07-17 at 12:53:08, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 816.43(6) mean: 1022.19, max: 1771.12
Date: 07-17 at 12:53:52, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 769.12(7) mean: 854.97, max: 938.48
Date: 07-17 at 12:54:33, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 742.60(6) mean: 870.13, max: 971.19
Date: 07-17 at 12:55:14, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 742.60(6) mean: 862.71, max: 956.03
Date: 07-17 at 12:55:57, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 742.60(6) mean: 821.49, max: 910.74
Date: 07-17 at 12:56:38, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 741.21(6) mean: 787.58, max: 924.93
Date: 07-17 at 12:57:17, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 741.21(6) mean: 765.58, max: 833.21
Date: 07-17 at 12:57:58, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 741.00(6) mean: 766.08, max: 872.20
Date: 07-17 at 12:58:41, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 737.60(6) mean: 759.79, max: 895.10
Date: 07-17 at 12:59:20, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 737.60(6) mean: 756.55, max: 834.27
Date: 07-17 at 12:59:59, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 737.60(6) mean: 760.25, max: 833.21
Date: 07-17 at 13:00:41, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 737.60(6) mean: 755.13, max: 833.21
Date: 07-17 at 13:01:23, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 752.55, max: 858.83
Date: 07-17 at 13:02:02, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 749.15, max: 833.60
Date: 07-17 at 13:02:40, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 785.22, max: 885.93
Date: 07-17 at 13:03:21, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 787.91, max: 824.69
Date: 07-17 at 13:04:03, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 739.34, max: 772.77
Date: 07-17 at 13:04:42, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 742.65, max: 796.12
Date: 07-17 at 13:05:22, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 775.03, max: 848.45
Date: 07-17 at 13:06:06, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 737.17, max: 750.50
Date: 07-17 at 13:06:45, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 765.25, max: 794.76
Date: 07-17 at 13:07:25, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 735.70, max: 740.55
Date: 07-17 at 13:08:06, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 735.70, max: 740.55
Date: 07-17 at 13:08:49, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 735.70, max: 740.55
Date: 07-17 at 13:09:27, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 735.70, max: 740.55
Date: 07-17 at 13:10:06, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 735.70, max: 740.55
Date: 07-17 at 13:10:46, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 757.03, max: 792.87
Date: 07-17 at 13:11:28, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 735.30, max: 745.30
Date: 07-17 at 13:12:08, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 734.84, max: 740.33
Date: 07-17 at 13:12:47, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 748.99, max: 792.66
Date: 07-17 at 13:13:28, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 734.03, max: 737.39
Date: 07-17 at 13:14:10, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 747.02, max: 792.66
Date: 07-17 at 13:14:52, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 734.89, max: 743.42
Date: 07-17 at 13:15:31, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 744.08, max: 779.88
Date: 07-17 at 13:16:12, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 733.10(6) mean: 733.48, max: 738.05
