Date: 07-17 at 13:36:16, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 1111.59(9) mean: 3191.35, max: 4478.87
Date: 07-17 at 13:37:02, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 926.27(7) mean: 2016.91, max: 3919.85
Date: 07-17 at 13:37:46, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 885.89(6) mean: 1644.48, max: 3591.92
Date: 07-17 at 13:38:33, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 840.02(6) mean: 1057.45, max: 1194.99
Date: 07-17 at 13:39:15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 835.94(6) mean: 1052.43, max: 1245.49
Date: 07-17 at 13:40:01, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 835.94(6) mean: 1053.77, max: 1212.09
Date: 07-17 at 13:40:42, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 835.94(6) mean: 959.14, max: 1034.45
Date: 07-17 at 13:41:26, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 835.94(6) mean: 954.80, max: 1100.86
Date: 07-17 at 13:42:09, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 821.84(7) mean: 846.11, max: 859.56
Date: 07-17 at 13:42:50, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 813.85(7) mean: 845.34, max: 868.97
Date: 07-17 at 13:43:32, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 813.85(7) mean: 843.32, max: 858.15
Date: 07-17 at 13:44:15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 813.85(7) mean: 859.22, max: 896.42
Date: 07-17 at 13:44:57, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 813.85(7) mean: 855.51, max: 933.40
Date: 07-17 at 13:45:39, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.68(6) mean: 820.17, max: 849.63
Date: 07-17 at 13:46:22, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.47(6) mean: 820.77, max: 855.23
Date: 07-17 at 13:47:05, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.47(6) mean: 818.54, max: 849.63
Date: 07-17 at 13:47:45, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 812.36, max: 839.30
Date: 07-17 at 13:48:27, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:49:11, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:49:53, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:50:33, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:51:14, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:51:58, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 812.05, max: 839.25
Date: 07-17 at 13:52:39, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:53:20, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:54:01, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:54:43, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:55:27, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:56:07, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:56:48, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:57:31, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 812.16, max: 839.25
Date: 07-17 at 13:58:16, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:58:56, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 13:59:36, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 14:00:18, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 14:01:02, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 812.26, max: 839.25
Date: 07-17 at 14:01:42, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 14:02:24, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 811.93, max: 839.25
Date: 07-17 at 14:03:06, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 812.05, max: 839.25
Date: 07-17 at 14:03:49, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 800.42(6) mean: 809.38, max: 841.52
Date: 07-17 at 14:04:29, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 805.53, max: 811.16
Date: 07-17 at 14:05:09, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 809.11, max: 811.16
Date: 07-17 at 14:05:51, iter: 43, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:06:34, iter: 44, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:07:14, iter: 45, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:07:53, iter: 46, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:08:34, iter: 47, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:09:16, iter: 48, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:09:58, iter: 49, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:10:37, iter: 50, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:11:17, iter: 51, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:11:59, iter: 52, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:12:43, iter: 53, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:13:23, iter: 54, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:14:03, iter: 55, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:14:44, iter: 56, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:15:27, iter: 57, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:16:09, iter: 58, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
Date: 07-17 at 14:16:49, iter: 59, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29 best obj: 783.72(6) mean: 783.72, max: 783.72
