Date: 01-30 at 12:45:24, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 3799.48(10), mean: 10689.57, max: 11833.28
Date: 01-30 at 12:55:42, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 3180.99(10), mean: 10083.18, max: 11461.49
Date: 01-30 at 13:07:19, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2971.10(10), mean: 9470.97, max: 11245.29
Date: 01-30 at 13:17:23, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2879.27(10), mean: 8516.04, max: 10328.99
Date: 01-30 at 13:27:59, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.89(10), mean: 7435.61, max: 9235.20
Date: 01-30 at 13:39:15, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 6871.13, max: 8756.08
Date: 01-30 at 13:49:23, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 5051.04, max: 6705.89
Date: 01-30 at 14:00:58, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 4628.69, max: 5998.72
Date: 01-30 at 14:11:36, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 4620.47, max: 5985.97
Date: 01-30 at 14:22:37, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 3309.98, max: 5828.69
Date: 01-30 at 14:35:54, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 10435.84, max: 11732.73
Date: 01-30 at 14:47:46, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 7351.80, max: 11142.09
Date: 01-30 at 14:58:21, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 6994.38, max: 10286.27
Date: 01-30 at 15:08:22, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 6223.02, max: 8867.69
Date: 01-30 at 15:19:45, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 10046.05, max: 11260.53
Date: 01-30 at 15:30:47, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1863.16, best obj: 2811.77(10), mean: 7245.19, max: 10116.22
