Date: 12-16 at 03:02:51, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 1116.15(8), mean: 3121.05, max: 3776.31
Date: 12-16 at 03:03:45, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 925.51(7), mean: 2817.51, max: 3394.23
Date: 12-16 at 03:04:41, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 821.84(7), mean: 2745.22, max: 3315.66
Date: 12-16 at 03:05:34, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 783.30(6), mean: 2193.52, max: 2810.62
Date: 12-16 at 03:06:31, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 783.30(6), mean: 1054.71, max: 1303.88
Date: 12-16 at 03:07:28, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 743.96(6), mean: 886.50, max: 1043.06
Date: 12-16 at 03:08:18, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 719.17(6), mean: 906.47, max: 1078.78
Date: 12-16 at 03:09:12, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 719.17(6), mean: 933.08, max: 1114.35
Date: 12-16 at 03:10:08, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 719.17(6), mean: 761.04, max: 826.23
Date: 12-16 at 03:10:59, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 719.17(6), mean: 757.92, max: 817.65
Date: 12-16 at 03:11:53, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 719.17(6), mean: 743.19, max: 793.45
Date: 12-16 at 03:12:49, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 708.21(6), mean: 907.31, max: 1356.33
Date: 12-16 at 03:13:38, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 702.75(6), mean: 910.61, max: 1409.07
Date: 12-16 at 03:14:28, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 691.12(5), mean: 847.79, max: 1299.51
Date: 12-16 at 03:15:23, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 664.63(5), mean: 766.52, max: 823.59
Date: 12-16 at 03:16:16, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 664.42(5), mean: 734.15, max: 774.24
Date: 12-16 at 03:17:07, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 664.42(5), mean: 720.69, max: 769.92
Date: 12-16 at 03:18:00, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 664.42(5), mean: 722.26, max: 805.19
Date: 12-16 at 03:18:54, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 664.42(5), mean: 696.12, max: 722.56
Date: 12-16 at 03:19:44, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 664.42(5), mean: 664.61, max: 667.18
Date: 12-16 at 03:20:35, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 664.42(5), mean: 935.28, max: 1324.76
Date: 12-16 at 03:21:27, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 704.56, max: 1029.97
Date: 12-16 at 03:22:17, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 667.46, max: 750.85
Date: 12-16 at 03:23:07, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 664.63, max: 719.99
Date: 12-16 at 03:23:59, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 657.68, max: 691.37
Date: 12-16 at 03:24:52, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 664.44, max: 710.56
Date: 12-16 at 03:25:43, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 857.28, max: 1126.32
Date: 12-16 at 03:26:32, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 848.05, max: 1157.97
Date: 12-16 at 03:27:24, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 742.82, max: 1158.02
Date: 12-16 at 03:28:15, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 674.70, max: 851.37
Date: 12-16 at 03:29:04, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 817.32, max: 1276.67
Date: 12-16 at 03:29:55, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 629.31(4), mean: 788.21, max: 1188.36
