Date: 07-07 at 14:28:12, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1160.97(5) mean: 2988.56, max: 3625.82
Date: 07-07 at 14:29:30, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1149.16(5) mean: 2449.78, max: 3462.09
Date: 07-07 at 14:30:34, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1128.54(8) mean: 1816.47, max: 2740.88
Date: 07-07 at 14:31:44, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1046.37(7) mean: 1395.50, max: 2512.48
Date: 07-07 at 14:32:42, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1026.82(7) mean: 1206.08, max: 1434.41
Date: 07-07 at 14:33:50, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1013.14(9) mean: 1165.01, max: 1355.58
Date: 07-07 at 14:35:05, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 991.36(8) mean: 1143.78, max: 1351.03
Date: 07-07 at 14:36:12, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 974.97(8) mean: 1121.10, max: 1335.00
Date: 07-07 at 14:37:24, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 972.39(8) mean: 1056.60, max: 1172.18
Date: 07-07 at 14:38:48, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 972.39(8) mean: 1028.73, max: 1065.72
Date: 07-07 at 14:39:50, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 972.39(8) mean: 1013.20, max: 1061.20
Date: 07-07 at 14:41:12, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 972.39(8) mean: 1014.59, max: 1046.19
Date: 07-07 at 14:42:24, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 972.39(8) mean: 1037.75, max: 1087.54
Date: 07-07 at 14:43:28, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 970.42(8) mean: 1015.62, max: 1104.08
Date: 07-07 at 14:44:46, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 954.53(7) mean: 984.33, max: 1036.96
Date: 07-07 at 14:45:57, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 1018.64, max: 1068.66
Date: 07-07 at 14:47:16, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 975.63, max: 1026.15
Date: 07-07 at 14:48:26, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 965.88, max: 1019.62
Date: 07-07 at 14:49:42, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 962.58, max: 1001.68
Date: 07-07 at 14:50:48, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 962.27, max: 1018.87
Date: 07-07 at 14:51:58, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 957.90, max: 992.56
Date: 07-07 at 14:52:55, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 956.90, max: 986.98
Date: 07-07 at 14:54:14, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 957.33, max: 993.34
Date: 07-07 at 14:55:08, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 956.72, max: 1007.62
Date: 07-07 at 14:56:15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 954.36, max: 976.88
Date: 07-07 at 14:57:32, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 14:58:45, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 14:59:58, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:01:12, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:02:08, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:03:05, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:04:02, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:05:12, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:06:20, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:07:31, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:08:42, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:10:02, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:11:25, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:12:46, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:13:52, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:15:03, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:16:15, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:17:23, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:18:24, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:19:37, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:20:44, iter: 46, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:22:08, iter: 47, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:23:33, iter: 48, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:24:40, iter: 49, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:25:52, iter: 50, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:26:45, iter: 51, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:27:52, iter: 52, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:29:16, iter: 53, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:30:35, iter: 54, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:31:48, iter: 55, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:32:59, iter: 56, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:33:51, iter: 57, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:35:05, iter: 58, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:36:21, iter: 59, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:37:25, iter: 60, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:38:50, iter: 61, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:39:43, iter: 62, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:40:33, iter: 63, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:41:45, iter: 64, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:42:52, iter: 65, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:44:02, iter: 66, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:45:12, iter: 67, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:46:21, iter: 68, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:47:19, iter: 69, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:48:27, iter: 70, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:49:17, iter: 71, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
Date: 07-07 at 15:50:16, iter: 72, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 952.75(7) mean: 952.75, max: 952.75
