Date: 07-07 at 12:39:43, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1294.85(6) mean: 2512.56, max: 3482.84
Date: 07-07 at 12:40:44, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1186.93(6) mean: 2353.31, max: 3442.27
Date: 07-07 at 12:41:34, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1154.50(8) mean: 2093.37, max: 3156.40
Date: 07-07 at 12:42:29, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1107.45(8) mean: 1673.10, max: 2827.11
Date: 07-07 at 12:43:20, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1037.10(8) mean: 1623.01, max: 2603.27
Date: 07-07 at 12:44:15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1010.79(7) mean: 1172.76, max: 1935.56
Date: 07-07 at 12:45:03, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1010.75(7) mean: 1200.62, max: 1908.06
Date: 07-07 at 12:45:52, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.51(7) mean: 1082.18, max: 1160.90
Date: 07-07 at 12:46:40, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.36(7) mean: 1117.66, max: 1189.91
Date: 07-07 at 12:47:26, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.26(7) mean: 1141.02, max: 1244.79
Date: 07-07 at 12:48:16, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.26(7) mean: 1093.12, max: 1167.28
Date: 07-07 at 12:49:06, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.26(7) mean: 1072.58, max: 1131.63
Date: 07-07 at 12:50:07, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.26(7) mean: 1088.70, max: 1169.94
Date: 07-07 at 12:50:49, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.26(7) mean: 1142.78, max: 1242.26
Date: 07-07 at 12:51:31, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1001.21(7) mean: 1042.60, max: 1096.13
Date: 07-07 at 12:52:22, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 968.32(6) mean: 1043.11, max: 1172.56
Date: 07-07 at 12:53:07, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 968.05(6) mean: 1062.74, max: 1211.08
Date: 07-07 at 12:54:00, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 944.16(7) mean: 1002.29, max: 1107.40
Date: 07-07 at 12:55:00, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 939.43(7) mean: 1006.90, max: 1102.89
Date: 07-07 at 12:55:58, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 935.87(7) mean: 985.18, max: 1045.89
Date: 07-07 at 12:56:48, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 935.87(7) mean: 975.63, max: 1010.48
Date: 07-07 at 12:57:36, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 935.87(7) mean: 962.96, max: 998.13
Date: 07-07 at 12:58:28, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 935.87(7) mean: 992.72, max: 1064.40
Date: 07-07 at 12:59:19, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 931.89(7) mean: 955.63, max: 977.43
Date: 07-07 at 13:00:05, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 928.84(7) mean: 974.93, max: 1022.75
