Date: 07-15 at 09:07:12, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 1388.41(15) mean: 2955.89, max: 3974.14
Date: 07-15 at 09:08:06, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 1105.36(13) mean: 2684.67, max: 3759.45
Date: 07-15 at 09:08:54, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 1019.52(12) mean: 2265.21, max: 3083.08
Date: 07-15 at 09:09:44, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 981.34(11) mean: 2151.94, max: 2929.42
Date: 07-15 at 09:10:45, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 981.34(11) mean: 1216.45, max: 1333.39
Date: 07-15 at 09:11:34, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 981.34(11) mean: 1181.92, max: 1315.54
Date: 07-15 at 09:12:27, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 981.34(11) mean: 1190.09, max: 1388.79
Date: 07-15 at 09:13:22, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 981.34(11) mean: 1178.67, max: 1287.28
Date: 07-15 at 09:14:16, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 981.34(11) mean: 1112.09, max: 1280.95
Date: 07-15 at 09:15:08, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 947.79(11) mean: 1059.18, max: 1198.47
Date: 07-15 at 09:15:59, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 1071.78, max: 1233.61
Date: 07-15 at 09:16:52, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 1033.10, max: 1193.44
Date: 07-15 at 09:17:47, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 1025.30, max: 1193.44
Date: 07-15 at 09:18:47, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 1015.95, max: 1193.44
Date: 07-15 at 09:19:33, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 1057.20, max: 1254.72
Date: 07-15 at 09:20:26, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 1006.74, max: 1196.10
Date: 07-15 at 09:21:22, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 1004.87, max: 1196.07
Date: 07-15 at 09:22:17, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 995.44, max: 1200.17
Date: 07-15 at 09:23:09, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 988.91, max: 1159.93
Date: 07-15 at 09:24:04, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 988.01, max: 1118.98
Date: 07-15 at 09:24:56, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 987.05, max: 1118.98
Date: 07-15 at 09:25:43, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 933.45(11) mean: 987.80, max: 1143.76
Date: 07-15 at 09:26:38, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 915.18(10) mean: 970.80, max: 1111.45
Date: 07-15 at 09:27:31, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 914.28(10) mean: 965.01, max: 1107.52
Date: 07-15 at 09:28:20, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 914.28(10) mean: 975.09, max: 1107.52
Date: 07-15 at 09:29:17, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 914.28(10) mean: 966.09, max: 1107.52
Date: 07-15 at 09:30:10, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 914.28(10) mean: 963.90, max: 1107.52
Date: 07-15 at 09:31:11, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 914.28(10) mean: 962.24, max: 1107.52
Date: 07-15 at 09:32:02, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 914.28(10) mean: 961.91, max: 1107.52
Date: 07-15 at 09:32:57, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 914.28(10) mean: 963.34, max: 1107.52
Date: 07-15 at 09:33:49, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 914.28(10) mean: 960.79, max: 1107.52
Date: 07-15 at 09:34:38, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 949.84, max: 1068.47
Date: 07-15 at 09:35:32, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 947.76, max: 1068.47
Date: 07-15 at 09:36:24, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 947.36, max: 1068.47
Date: 07-15 at 09:37:19, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 947.26, max: 1068.47
Date: 07-15 at 09:38:08, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 947.29, max: 1068.47
Date: 07-15 at 09:38:58, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 947.26, max: 1068.47
Date: 07-15 at 09:39:51, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 937.61, max: 1067.48
Date: 07-15 at 09:40:42, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 934.89, max: 1067.48
Date: 07-15 at 09:41:34, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 934.89, max: 1067.48
Date: 07-15 at 09:42:29, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 931.57, max: 1018.16
Date: 07-15 at 09:43:21, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 930.07, max: 1018.38
Date: 07-15 at 09:44:14, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 928.21, max: 1018.16
Date: 07-15 at 09:45:07, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 927.96, max: 1018.16
Date: 07-15 at 09:45:58, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 924.56, max: 1018.16
Date: 07-15 at 09:46:49, iter: 46, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 924.56, max: 1018.16
Date: 07-15 at 09:47:43, iter: 47, fix: false, local: true, cut car: false, new generate: false, Khoo: 824.78 best obj: 910.02(10) mean: 924.56, max: 1018.16
