Date: 07-06 at 21:51:27, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1461.78(5) mean: 3206.86, max: 3889.45
Date: 07-06 at 21:52:33, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1347.25(5) mean: 2737.25, max: 3534.63
Date: 07-06 at 21:53:39, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1288.19(5) mean: 1438.79, max: 1660.63
Date: 07-06 at 21:54:52, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1287.53(5) mean: 1440.65, max: 1710.55
Date: 07-06 at 21:56:14, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1234.19(7) mean: 1317.99, max: 1467.63
Date: 07-06 at 21:57:26, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1225.42(7) mean: 1315.37, max: 1437.08
Date: 07-06 at 21:58:24, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1225.38(7) mean: 1396.67, max: 1452.29
Date: 07-06 at 21:59:31, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1217.52(10) mean: 1279.04, max: 1352.67
Date: 07-06 at 22:00:42, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1192.77(10) mean: 1330.35, max: 1400.67
Date: 07-06 at 22:01:58, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1187.63(10) mean: 1380.80, max: 1449.89
Date: 07-06 at 22:03:21, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1185.62(10) mean: 1264.92, max: 1341.10
Date: 07-06 at 22:04:31, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1179.29(11) mean: 1269.45, max: 1336.13
Date: 07-06 at 22:05:40, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1294.74, max: 1417.80
Date: 07-06 at 22:06:47, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1317.59, max: 1454.47
Date: 07-06 at 22:07:57, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1351.09, max: 1490.10
Date: 07-06 at 22:09:13, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1373.37, max: 1518.71
Date: 07-06 at 22:10:27, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1341.44, max: 1535.31
Date: 07-06 at 22:11:40, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1267.43, max: 1321.76
Date: 07-06 at 22:12:54, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1229.23, max: 1283.01
Date: 07-06 at 22:14:16, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1291.66, max: 1335.01
Date: 07-06 at 22:15:24, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1328.69, max: 1413.33
Date: 07-06 at 22:16:44, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1253.41, max: 1413.48
Date: 07-06 at 22:18:07, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1269.19, max: 1336.26
Date: 07-06 at 22:19:30, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1308.79, max: 1378.22
Date: 07-06 at 22:20:51, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1288.45, max: 1436.55
Date: 07-06 at 22:22:10, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1233.19, max: 1323.80
Date: 07-06 at 22:23:30, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.52(11) mean: 1253.28, max: 1328.47
