Date: 07-07 at 02:20:29, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1503.74(5) mean: 2514.30, max: 3411.58
Date: 07-07 at 02:21:28, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1284.79(12) mean: 2291.24, max: 3281.84
Date: 07-07 at 02:22:31, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1261.99(12) mean: 2248.83, max: 3169.57
Date: 07-07 at 02:23:38, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1207.44(11) mean: 2236.36, max: 3127.69
Date: 07-07 at 02:24:58, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1197.00(11) mean: 2219.03, max: 3089.60
Date: 07-07 at 02:26:02, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1188.17(10) mean: 2010.00, max: 2869.18
Date: 07-07 at 02:27:01, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1188.10(10) mean: 1852.75, max: 2495.68
Date: 07-07 at 02:27:57, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1188.10(10) mean: 1599.43, max: 2054.75
Date: 07-07 at 02:29:12, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1188.10(10) mean: 1605.32, max: 2101.13
Date: 07-07 at 02:30:12, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1182.24(10) mean: 1261.09, max: 1328.18
Date: 07-07 at 02:31:25, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1181.28(10) mean: 1250.68, max: 1333.75
Date: 07-07 at 02:32:31, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1181.28(10) mean: 1280.27, max: 1368.62
Date: 07-07 at 02:33:32, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.48(10) mean: 1250.96, max: 1382.60
Date: 07-07 at 02:34:44, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.41(10) mean: 1229.01, max: 1372.01
Date: 07-07 at 02:35:49, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.41(10) mean: 1225.82, max: 1331.54
Date: 07-07 at 02:36:48, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.41(10) mean: 1232.29, max: 1297.09
Date: 07-07 at 02:37:44, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.41(10) mean: 1255.72, max: 1338.08
Date: 07-07 at 02:38:51, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.41(10) mean: 1229.11, max: 1383.48
Date: 07-07 at 02:39:50, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1178.41(10) mean: 1252.81, max: 1360.56
Date: 07-07 at 02:40:54, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.60(11) mean: 1197.88, max: 1236.86
Date: 07-07 at 02:41:56, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.01(11) mean: 1255.01, max: 1308.97
Date: 07-07 at 02:43:15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.01(11) mean: 1214.02, max: 1322.78
Date: 07-07 at 02:44:18, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.01(11) mean: 1228.77, max: 1288.32
Date: 07-07 at 02:45:35, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.01(11) mean: 1204.63, max: 1274.81
Date: 07-07 at 02:46:43, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.01(11) mean: 1218.72, max: 1270.69
Date: 07-07 at 02:48:08, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.01(11) mean: 1190.87, max: 1218.91
Date: 07-07 at 02:49:04, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.01(11) mean: 1238.06, max: 1292.17
Date: 07-07 at 02:50:02, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1157.01(11) mean: 1267.95, max: 1317.08
Date: 07-07 at 02:51:17, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1150.63(11) mean: 1211.93, max: 1328.75
Date: 07-07 at 02:52:29, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1139.23(11) mean: 1163.93, max: 1214.09
Date: 07-07 at 02:53:37, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1137.71(11) mean: 1149.81, max: 1170.49
Date: 07-07 at 02:54:39, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1137.71(11) mean: 1174.43, max: 1213.93
Date: 07-07 at 02:55:53, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1136.84(11) mean: 1179.61, max: 1248.63
Date: 07-07 at 02:56:57, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1133.39(10) mean: 1178.13, max: 1267.11
Date: 07-07 at 02:58:05, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1133.39(10) mean: 1151.64, max: 1170.61
Date: 07-07 at 02:59:03, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1133.39(10) mean: 1176.99, max: 1209.69
Date: 07-07 at 03:00:21, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1133.39(10) mean: 1167.57, max: 1260.68
Date: 07-07 at 03:01:29, iter: 38, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1133.39(10) mean: 1157.41, max: 1185.04
Date: 07-07 at 03:02:39, iter: 39, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1133.39(10) mean: 1157.73, max: 1185.04
Date: 07-07 at 03:03:44, iter: 40, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1132.96(10) mean: 1164.73, max: 1250.01
Date: 07-07 at 03:04:42, iter: 41, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1132.96(10) mean: 1160.86, max: 1219.74
Date: 07-07 at 03:05:45, iter: 42, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1132.96(10) mean: 1133.88, max: 1144.30
Date: 07-07 at 03:06:45, iter: 43, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1132.85(10) mean: 1139.33, max: 1183.37
Date: 07-07 at 03:07:43, iter: 44, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1132.85(10) mean: 1134.66, max: 1152.83
Date: 07-07 at 03:08:55, iter: 45, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1132.85(10) mean: 1136.49, max: 1184.01
Date: 07-07 at 03:09:58, iter: 46, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1132.85(10) mean: 1142.14, max: 1222.79
Date: 07-07 at 03:11:09, iter: 47, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1132.85(10) mean: 1134.21, max: 1151.43
Date: 07-07 at 03:12:06, iter: 48, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1129.82(10) mean: 1133.98, max: 1151.43
Date: 07-07 at 03:13:11, iter: 49, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1134.88, max: 1152.47
Date: 07-07 at 03:14:09, iter: 50, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1169.40, max: 1182.00
Date: 07-07 at 03:15:21, iter: 51, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1131.36, max: 1147.38
Date: 07-07 at 03:16:19, iter: 52, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1130.77, max: 1147.26
Date: 07-07 at 03:17:37, iter: 53, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1131.66, max: 1147.26
Date: 07-07 at 03:18:49, iter: 54, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1129.93, max: 1147.26
Date: 07-07 at 03:19:42, iter: 55, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1131.93, max: 1177.37
Date: 07-07 at 03:20:51, iter: 56, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:22:04, iter: 57, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:23:15, iter: 58, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:24:19, iter: 59, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:25:17, iter: 60, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:26:17, iter: 61, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:27:21, iter: 62, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:28:33, iter: 63, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:29:38, iter: 64, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:30:50, iter: 65, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:31:50, iter: 66, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:32:57, iter: 67, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:34:02, iter: 68, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:35:10, iter: 69, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:36:19, iter: 70, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:37:26, iter: 71, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:38:41, iter: 72, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:39:47, iter: 73, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:40:52, iter: 74, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:41:51, iter: 75, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
Date: 07-07 at 03:42:51, iter: 76, fix: false, local: false, cut car: false, new generate: true, Khoo: 1034.35 best obj: 1128.69(10) mean: 1128.69, max: 1128.69
