Date: 08-15 at 15:00:14, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1611.55(15), mean: 2670.03, max: 3540.36
Date: 08-15 at 15:01:23, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1508.15(14), mean: 2615.19, max: 3535.10
Date: 08-15 at 15:02:24, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1488.01(14), mean: 2419.73, max: 3394.11
Date: 08-15 at 15:03:31, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1480.79(14), mean: 2431.71, max: 3385.96
Date: 08-15 at 15:04:43, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 2455.14, max: 3421.22
Date: 08-15 at 15:05:51, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 2403.63, max: 3379.21
Date: 08-15 at 15:07:05, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 2139.67, max: 3348.53
Date: 08-15 at 15:08:21, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 1908.28, max: 3217.27
Date: 08-15 at 15:09:26, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 1850.96, max: 2727.42
Date: 08-15 at 15:10:33, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 1780.87, max: 2026.00
Date: 08-15 at 15:11:44, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 1641.34, max: 2003.51
Date: 08-15 at 15:13:04, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 1572.84, max: 1652.70
Date: 08-15 at 15:14:00, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 1648.52, max: 1717.53
Date: 08-15 at 15:15:13, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 1654.27, max: 1777.13
Date: 08-15 at 15:16:13, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 2561.46, max: 3050.37
Date: 08-15 at 15:17:19, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 2561.49, max: 3000.19
Date: 08-15 at 15:18:25, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1468.50(13), mean: 2442.33, max: 2987.15
