Date: 12-10 at 17:23:11, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 1119.43(5), mean: 2955.79, max: 4053.48
Date: 12-10 at 17:23:40, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 1014.34(4), mean: 2338.95, max: 3343.88
Date: 12-10 at 17:24:07, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 1008.65(4), mean: 2276.00, max: 3173.75
Date: 12-10 at 17:24:41, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 1008.04(4), mean: 1759.76, max: 2421.07
Date: 12-10 at 17:25:07, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 984.33(5), mean: 1063.68, max: 1243.94
Date: 12-10 at 17:25:46, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 957.64(5), mean: 1034.26, max: 1135.82
Date: 12-10 at 17:26:13, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 917.55(5), mean: 1053.90, max: 1159.61
Date: 12-10 at 17:26:42, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 1084.98, max: 1203.89
Date: 12-10 at 17:27:07, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 927.61, max: 975.64
Date: 12-10 at 17:27:43, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 920.22, max: 940.81
Date: 12-10 at 17:28:20, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 920.22, max: 940.81
Date: 12-10 at 17:28:48, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 922.88, max: 998.00
Date: 12-10 at 17:29:18, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 878.59, max: 878.59
Date: 12-10 at 17:29:44, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 878.59, max: 878.59
Date: 12-10 at 17:30:19, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 878.59, max: 878.59
Date: 12-10 at 17:31:01, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 878.59, max: 878.59
Date: 12-10 at 17:31:31, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 878.59, max: 878.59
Date: 12-10 at 17:32:01, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.29, best obj: 878.59(5), mean: 878.59, max: 878.59
