Date: 11-13 at 18:02:29, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1797.84(17), mean: 2855.05, max: 3502.94
Date: 11-13 at 18:04:04, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1699.00(17), mean: 2481.75, max: 3472.78
Date: 11-13 at 18:05:27, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1677.60(16), mean: 2535.45, max: 3492.41
Date: 11-13 at 18:07:03, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1677.06(16), mean: 2119.55, max: 3417.09
Date: 11-13 at 18:08:28, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1677.06(16), mean: 2122.71, max: 3261.10
Date: 11-13 at 18:10:01, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1621.99(17), mean: 1945.13, max: 3025.33
Date: 11-13 at 18:11:31, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1601.23(16), mean: 1886.75, max: 2658.03
Date: 11-13 at 18:13:06, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1878.25, max: 2664.44
Date: 11-13 at 18:14:28, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1957.34, max: 2661.05
Date: 11-13 at 18:15:54, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1918.71, max: 2328.35
Date: 11-13 at 18:17:22, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1867.90, max: 2222.16
Date: 11-13 at 18:18:47, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1859.81, max: 2202.59
Date: 11-13 at 18:20:12, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1851.81, max: 2256.45
Date: 11-13 at 18:21:40, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1797.08, max: 1981.82
Date: 11-13 at 18:23:09, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1714.08, max: 1846.37
Date: 11-13 at 18:24:39, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1600.75(16), mean: 1699.83, max: 1844.80
Date: 11-13 at 18:26:07, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1596.55(16), mean: 1677.93, max: 1769.29
Date: 11-13 at 18:27:29, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1592.80(16), mean: 1706.36, max: 1814.81
Date: 11-13 at 18:28:59, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1592.80(16), mean: 1647.31, max: 1741.22
Date: 11-13 at 18:30:26, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1592.80(16), mean: 1654.97, max: 1762.68
Date: 11-13 at 18:31:48, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1592.80(16), mean: 1716.76, max: 1851.86
Date: 11-13 at 18:33:22, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1592.80(16), mean: 1628.34, max: 1710.27
Date: 11-13 at 18:34:49, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1615.12, max: 1748.66
Date: 11-13 at 18:36:09, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1647.41, max: 1774.38
Date: 11-13 at 18:37:44, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1605.74, max: 1653.82
Date: 11-13 at 18:39:14, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1607.78, max: 1701.50
Date: 11-13 at 18:40:37, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1619.20, max: 1732.08
Date: 11-13 at 18:42:12, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1602.51, max: 1648.30
Date: 11-13 at 18:43:44, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1599.54, max: 1642.38
Date: 11-13 at 18:45:10, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1599.54, max: 1642.38
Date: 11-13 at 18:46:34, #particle: 15, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 1461.23, best obj: 1589.01(16), mean: 1599.54, max: 1642.38
