Date: 07-10 at 20:44:01, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1580.86(14) mean: 2587.01, max: 3303.05
Date: 07-10 at 20:44:53, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1519.35(14) mean: 2395.88, max: 3202.46
Date: 07-10 at 20:45:46, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1517.89(14) mean: 2161.70, max: 3085.14
Date: 07-10 at 20:46:39, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1411.81(13) mean: 2049.16, max: 3012.87
Date: 07-10 at 20:47:32, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.84(13) mean: 2057.31, max: 2967.47
Date: 07-10 at 20:48:27, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.84(13) mean: 1903.39, max: 2730.33
Date: 07-10 at 20:49:20, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.84(13) mean: 1622.82, max: 1846.11
Date: 07-10 at 20:50:15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.84(13) mean: 1564.55, max: 1882.47
Date: 07-10 at 20:51:08, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.84(13) mean: 1532.88, max: 1901.07
Date: 07-10 at 20:52:05, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.84(13) mean: 1554.51, max: 1848.02
Date: 07-10 at 20:52:56, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.84(13) mean: 1573.39, max: 1920.49
Date: 07-10 at 20:53:57, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1443.12, max: 1498.05
Date: 07-10 at 20:54:44, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1432.25, max: 1490.01
Date: 07-10 at 20:55:36, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1477.34, max: 1548.27
Date: 07-10 at 20:56:26, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1532.58, max: 1635.61
Date: 07-10 at 20:57:20, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1450.59, max: 1536.20
Date: 07-10 at 20:58:15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1489.83, max: 1614.90
Date: 07-10 at 20:59:06, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1462.67, max: 1591.17
Date: 07-10 at 20:59:55, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1520.16, max: 1669.52
Date: 07-10 at 21:00:47, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1438.03, max: 1490.77
Date: 07-10 at 21:01:38, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1541.30, max: 1823.47
Date: 07-10 at 21:02:32, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.31(13) mean: 1495.03, max: 1804.50
Date: 07-10 at 21:03:20, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1402.00(13) mean: 1421.59, max: 1459.67
Date: 07-10 at 21:04:13, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1395.15(13) mean: 1422.78, max: 1524.63
Date: 07-10 at 21:05:02, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1394.90(13) mean: 1492.58, max: 1619.74
Date: 07-10 at 21:05:49, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1394.90(13) mean: 1496.22, max: 1627.52
Date: 07-10 at 21:06:44, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1394.90(13) mean: 1424.66, max: 1523.46
Date: 07-10 at 21:07:36, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1394.90(13) mean: 1462.86, max: 1563.26
Date: 07-10 at 21:08:27, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1394.90(13) mean: 1427.30, max: 1486.04
Date: 07-10 at 21:09:21, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1394.90(13) mean: 1482.76, max: 1692.88
Date: 07-10 at 21:10:08, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1394.90(13) mean: 1549.84, max: 1735.06
Date: 07-10 at 21:10:59, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1384.58(13) mean: 1495.77, max: 1756.01
Date: 07-10 at 21:11:52, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1383.76(13) mean: 1437.84, max: 1707.78
Date: 07-10 at 21:12:53, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1381.89(13) mean: 1410.53, max: 1493.48
Date: 07-10 at 21:13:44, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1381.88(13) mean: 1436.66, max: 1509.81
Date: 07-10 at 21:14:42, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1417.02, max: 1481.94
Date: 07-10 at 21:15:35, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1416.38, max: 1498.76
Date: 07-10 at 21:16:29, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1407.30, max: 1473.97
Date: 07-10 at 21:17:21, iter: 43, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1414.84, max: 1497.33
Date: 07-10 at 21:18:08, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1447.92, max: 1538.41
Date: 07-10 at 21:19:08, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1475.16, max: 1593.27
Date: 07-10 at 21:19:55, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1432.08, max: 1594.00
Date: 07-10 at 21:20:50, iter: 48, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1423.57, max: 1521.40
Date: 07-10 at 21:21:41, iter: 49, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1427.09, max: 1552.03
Date: 07-10 at 21:22:35, iter: 51, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1438.50, max: 1619.48
Date: 07-10 at 21:23:31, iter: 52, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1421.76, max: 1561.90
Date: 07-10 at 21:24:21, iter: 53, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1415.84, max: 1473.26
Date: 07-10 at 21:25:23, iter: 54, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1426.02, max: 1475.84
Date: 07-10 at 21:26:18, iter: 56, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1419.93, max: 1527.66
Date: 07-10 at 21:27:11, iter: 57, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1415.45, max: 1475.43
Date: 07-10 at 21:28:00, iter: 58, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1380.29(13) mean: 1460.32, max: 1538.75
