Date: 07-10 at 23:20:13, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1558.04(14) mean: 2580.18, max: 3240.47
Date: 07-10 at 23:21:09, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1536.17(14) mean: 2575.79, max: 3166.32
Date: 07-10 at 23:22:13, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1535.17(14) mean: 1628.57, max: 1749.29
Date: 07-10 at 23:23:03, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1532.26(14) mean: 1695.92, max: 1855.90
Date: 07-10 at 23:24:01, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1521.38(15) mean: 1734.78, max: 1929.09
Date: 07-10 at 23:24:58, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1481.21(15) mean: 1578.83, max: 1727.87
Date: 07-10 at 23:25:47, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1473.27(15) mean: 1667.35, max: 1830.62
Date: 07-10 at 23:26:41, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1473.27(15) mean: 1611.89, max: 1787.22
Date: 07-10 at 23:27:34, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1473.27(15) mean: 1561.77, max: 1698.77
Date: 07-10 at 23:28:30, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1463.22(15) mean: 1524.08, max: 1633.07
Date: 07-10 at 23:29:18, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1460.72(15) mean: 1580.28, max: 1705.05
Date: 07-10 at 23:30:16, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1460.72(15) mean: 1509.81, max: 1593.14
Date: 07-10 at 23:31:06, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1440.05(14) mean: 1556.51, max: 1644.10
Date: 07-10 at 23:32:01, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1440.05(14) mean: 1544.38, max: 1633.96
Date: 07-10 at 23:32:53, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1440.05(14) mean: 1489.92, max: 1556.26
Date: 07-10 at 23:33:49, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1440.05(14) mean: 1488.92, max: 1566.43
Date: 07-10 at 23:34:43, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1440.05(14) mean: 1486.90, max: 1561.40
Date: 07-10 at 23:35:41, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1440.05(14) mean: 1580.72, max: 1848.73
Date: 07-10 at 23:36:32, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1427.32(14) mean: 1596.20, max: 1890.20
Date: 07-10 at 23:37:19, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1427.32(14) mean: 1655.32, max: 1933.29
Date: 07-10 at 23:38:13, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1427.32(14) mean: 1524.79, max: 1893.61
Date: 07-10 at 23:39:02, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1427.32(14) mean: 1550.32, max: 1663.52
Date: 07-10 at 23:39:54, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1423.85(14) mean: 1478.53, max: 1566.78
Date: 07-10 at 23:40:44, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1422.41(14) mean: 1505.58, max: 1595.00
Date: 07-10 at 23:41:43, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1421.96(14) mean: 1458.89, max: 1503.12
Date: 07-10 at 23:42:36, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1491.22, max: 1539.09
Date: 07-10 at 23:43:37, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1483.27, max: 1614.37
Date: 07-10 at 23:44:31, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1496.22, max: 1621.09
Date: 07-10 at 23:45:29, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1469.92, max: 1527.23
Date: 07-10 at 23:46:26, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1509.39, max: 1574.62
Date: 07-10 at 23:47:22, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1545.00, max: 1847.88
Date: 07-10 at 23:48:22, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1473.21, max: 1661.10
Date: 07-10 at 23:49:10, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1516.52, max: 1653.77
Date: 07-10 at 23:50:03, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1504.37, max: 1661.20
Date: 07-10 at 23:50:59, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1420.17(14) mean: 1574.09, max: 1743.69
Date: 07-10 at 23:51:50, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1416.52(13) mean: 1489.32, max: 1789.02
Date: 07-10 at 23:52:43, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1410.82(13) mean: 1507.73, max: 1815.88
Date: 07-10 at 23:53:38, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1410.82(13) mean: 1467.34, max: 1542.60
Date: 07-10 at 23:54:37, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1410.82(13) mean: 1459.70, max: 1515.39
Date: 07-10 at 23:55:30, iter: 43, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1410.82(13) mean: 1489.35, max: 1540.50
Date: 07-10 at 23:56:20, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1410.82(13) mean: 1535.17, max: 1606.01
Date: 07-10 at 23:57:19, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1410.82(13) mean: 1539.93, max: 1828.00
Date: 07-10 at 23:58:12, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1410.82(13) mean: 1504.52, max: 1828.46
Date: 07-10 at 23:59:03, iter: 48, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1403.40(13) mean: 1477.83, max: 1760.04
Date: 07-10 at 23:59:58, iter: 49, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1379.31(13) mean: 1533.11, max: 1829.43
Date: 07-11 at 00:00:50, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1378.75(13) mean: 1465.64, max: 1530.44
Date: 07-11 at 00:01:45, iter: 51, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1378.37(13) mean: 1459.96, max: 1592.53
Date: 07-11 at 00:02:30, iter: 52, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1378.37(13) mean: 1520.36, max: 1655.89
Date: 07-11 at 00:03:21, iter: 53, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1378.37(13) mean: 1483.82, max: 1627.19
Date: 07-11 at 00:04:20, iter: 54, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1378.37(13) mean: 1441.05, max: 1480.38
Date: 07-11 at 00:05:15, iter: 55, fix: false, local: true, cut car: true, new generate: false, Khoo: 1261.67 best obj: 1378.37(13) mean: 1468.65, max: 1526.48
