Date: 12-28 at 00:43:38, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1149.98(4), mean: 2482.50, max: 3347.63
Date: 12-28 at 00:44:10, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1095.08(4), mean: 2088.52, max: 2728.39
Date: 12-28 at 00:44:35, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1091.82(4), mean: 1463.23, max: 1895.92
Date: 12-28 at 00:45:07, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1085.80(5), mean: 1158.39, max: 1284.65
Date: 12-28 at 00:45:37, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1047.78(5), mean: 1110.64, max: 1168.11
Date: 12-28 at 00:46:05, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1040.33(5), mean: 1186.51, max: 1249.17
Date: 12-28 at 00:46:49, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1040.31(5), mean: 1240.26, max: 1307.32
Date: 12-28 at 00:47:39, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1040.31(5), mean: 1098.93, max: 1156.64
Date: 12-28 at 00:48:07, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1040.31(5), mean: 1177.78, max: 1272.39
Date: 12-28 at 00:48:29, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1040.31(5), mean: 1161.55, max: 1275.62
Date: 12-28 at 00:49:11, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1040.31(5), mean: 1092.33, max: 1225.84
Date: 12-28 at 00:49:52, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1036.58(5), mean: 1265.20, max: 1709.31
Date: 12-28 at 00:50:14, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1035.04(5), mean: 1237.71, max: 1660.55
Date: 12-28 at 00:50:52, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1019.64(5), mean: 1266.86, max: 1569.47
Date: 12-28 at 00:51:38, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1018.72(5), mean: 1123.12, max: 1392.69
Date: 12-28 at 00:52:06, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1018.72(5), mean: 1085.67, max: 1139.73
Date: 12-28 at 00:52:52, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1018.72(5), mean: 1048.70, max: 1089.15
Date: 12-28 at 00:53:39, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1018.72(5), mean: 1039.59, max: 1082.79
Date: 12-28 at 00:54:16, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1018.72(5), mean: 1069.30, max: 1110.59
Date: 12-28 at 00:54:59, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1017.56(6), mean: 1259.43, max: 1607.23
Date: 12-28 at 00:55:42, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1015.93(6), mean: 1154.65, max: 1452.89
Date: 12-28 at 00:56:20, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1015.43(6), mean: 1165.70, max: 1414.71
Date: 12-28 at 00:57:04, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1015.43(6), mean: 1041.54, max: 1083.77
Date: 12-28 at 00:57:49, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 999.31(5), mean: 1036.36, max: 1096.77
Date: 12-28 at 00:58:27, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 984.77(5), mean: 1056.42, max: 1095.31
Date: 12-28 at 00:58:55, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 948.20(5), mean: 1114.55, max: 1230.96
Date: 12-28 at 00:59:37, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 946.21(5), mean: 1117.55, max: 1230.54
Date: 12-28 at 01:00:19, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 945.20(5), mean: 1022.52, max: 1128.97
Date: 12-28 at 01:00:42, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 945.20(5), mean: 1042.72, max: 1114.60
Date: 12-28 at 01:01:26, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 930.40(6), mean: 963.55, max: 1058.07
Date: 12-28 at 01:02:06, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 930.40(6), mean: 974.99, max: 1089.29
Date: 12-28 at 01:02:37, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 930.40(6), mean: 954.32, max: 1000.92
Date: 12-28 at 01:03:20, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 930.40(6), mean: 984.81, max: 1035.75
Date: 12-28 at 01:04:08, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 930.40(6), mean: 942.69, max: 965.25
Date: 12-28 at 01:04:49, #particle: 15, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 923.49(6), mean: 1141.05, max: 1365.38
Date: 12-28 at 01:05:21, #particle: 15, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 923.04(6), mean: 1004.46, max: 1353.48
Date: 12-28 at 01:05:54, #particle: 15, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 922.71(5), mean: 950.81, max: 994.08
Date: 12-28 at 01:06:16, #particle: 15, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 922.28(5), mean: 979.15, max: 1046.16
Date: 12-28 at 01:06:46, #particle: 15, iter: 42, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 922.28(5), mean: 1022.85, max: 1094.25
Date: 12-28 at 01:07:22, #particle: 15, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 922.28(5), mean: 938.87, max: 976.99
