Date: 01-22 at 15:25:11, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1335.26(11), mean: 3114.84, max: 3669.35
Date: 01-22 at 15:25:52, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1174.58(11), mean: 2971.36, max: 3614.18
Date: 01-22 at 15:26:38, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1141.68(11), mean: 2951.11, max: 3596.30
Date: 01-22 at 15:27:23, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1108.11(11), mean: 2809.42, max: 3542.66
Date: 01-22 at 15:28:07, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1097.43(11), mean: 2358.60, max: 3211.43
Date: 01-22 at 15:28:58, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1073.56(12), mean: 1945.95, max: 3113.47
Date: 01-22 at 15:29:46, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1062.31(12), mean: 1679.16, max: 3088.90
Date: 01-22 at 15:30:38, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1059.61(12), mean: 1279.70, max: 2476.40
Date: 01-22 at 15:31:28, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1032.75(12), mean: 1247.03, max: 2502.38
Date: 01-22 at 15:32:11, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1013.48(11), mean: 1177.45, max: 1399.91
Date: 01-22 at 15:33:03, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1013.21(11), mean: 1189.84, max: 1453.28
Date: 01-22 at 15:33:43, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1013.21(11), mean: 1221.55, max: 1487.22
Date: 01-22 at 15:34:32, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1013.21(11), mean: 1155.50, max: 1230.62
Date: 01-22 at 15:35:19, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1013.21(11), mean: 1141.57, max: 1267.78
Date: 01-22 at 15:36:07, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 1013.21(11), mean: 1153.14, max: 1312.82
Date: 01-22 at 15:36:54, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 994.17(12), mean: 1260.75, max: 1588.68
Date: 01-22 at 15:37:40, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 981.07(12), mean: 1227.79, max: 1611.21
Date: 01-22 at 15:38:27, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 980.82(12), mean: 1221.21, max: 1627.11
Date: 01-22 at 15:39:21, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 928.32(12), mean: 1067.22, max: 1215.85
Date: 01-22 at 15:40:08, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 928.32(12), mean: 1031.60, max: 1177.82
Date: 01-22 at 15:40:53, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 919.41(13), mean: 1003.90, max: 1117.29
Date: 01-22 at 15:41:46, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 889.47(11), mean: 993.43, max: 1086.58
Date: 01-22 at 15:42:33, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 889.47(11), mean: 1010.65, max: 1120.69
Date: 01-22 at 15:43:22, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 889.47(11), mean: 936.16, max: 1006.72
Date: 01-22 at 15:44:11, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 889.47(11), mean: 920.13, max: 960.95
Date: 01-22 at 15:44:59, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 824.78, best obj: 889.47(11), mean: 921.64, max: 971.30
