Date: 08-10 at 16:49:28, #particle: 30, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1329.08(4), mean: 2593.65, max: 3330.55
Date: 08-10 at 16:50:42, #particle: 30, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1235.15(8), mean: 1853.93, max: 2722.72
Date: 08-10 at 16:52:05, #particle: 30, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1165.46(7), mean: 1676.44, max: 2325.68
Date: 08-10 at 16:53:55, #particle: 30, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1123.55(7), mean: 1575.93, max: 2127.03
Date: 08-10 at 16:55:37, #particle: 30, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1089.34(7), mean: 1290.05, max: 1838.05
Date: 08-10 at 16:57:07, #particle: 30, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1089.34(7), mean: 1314.66, max: 1863.13
Date: 08-10 at 16:58:58, #particle: 30, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1089.34(7), mean: 1210.78, max: 1665.98
Date: 08-10 at 17:00:31, #particle: 30, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1089.34(7), mean: 1218.18, max: 1440.84
Date: 08-10 at 17:01:51, #particle: 30, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1089.34(7), mean: 1206.33, max: 1446.94
Date: 08-10 at 17:03:34, #particle: 30, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1089.34(7), mean: 1287.21, max: 1588.53
Date: 08-10 at 17:05:10, #particle: 30, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1061.01(6), mean: 1127.32, max: 1212.78
Date: 08-10 at 17:06:50, #particle: 30, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.40(6), mean: 1152.58, max: 1238.04
Date: 08-10 at 17:08:18, #particle: 30, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.40(6), mean: 1161.82, max: 1265.77
Date: 08-10 at 17:09:36, #particle: 30, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.40(6), mean: 1080.67, max: 1249.48
Date: 08-10 at 17:10:56, #particle: 30, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.40(6), mean: 1115.05, max: 1210.47
Date: 08-10 at 17:12:36, #particle: 30, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.27(6), mean: 1053.72, max: 1120.76
Date: 08-10 at 17:14:22, #particle: 30, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.27(6), mean: 1050.22, max: 1078.89
Date: 08-10 at 17:16:00, #particle: 30, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.27(6), mean: 1050.22, max: 1078.89
Date: 08-10 at 17:17:44, #particle: 30, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.27(6), mean: 1050.22, max: 1078.89
Date: 08-10 at 17:19:30, #particle: 30, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.27(6), mean: 1050.22, max: 1078.89
Date: 08-10 at 17:20:43, #particle: 30, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1047.27(6), mean: 1287.60, max: 1706.71
Date: 08-10 at 17:22:23, #particle: 30, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1043.99(6), mean: 1091.01, max: 1246.31
Date: 08-10 at 17:23:47, #particle: 30, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1043.99(6), mean: 1082.60, max: 1262.54
Date: 08-10 at 17:25:24, #particle: 30, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1043.99(6), mean: 1065.33, max: 1133.69
Date: 08-10 at 17:26:48, #particle: 30, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1043.99(6), mean: 1063.53, max: 1124.38
Date: 08-10 at 17:28:29, #particle: 30, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1043.99(6), mean: 1104.91, max: 1155.23
Date: 08-10 at 17:29:36, #particle: 30, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1043.97(6), mean: 1290.63, max: 1729.77
Date: 08-10 at 17:31:14, #particle: 30, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1043.97(6), mean: 1101.91, max: 1195.05
Date: 08-10 at 17:32:41, #particle: 30, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1043.97(6), mean: 1099.02, max: 1196.37
Date: 08-10 at 17:33:46, #particle: 30, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1042.71(6), mean: 1084.77, max: 1183.52
Date: 08-10 at 17:35:32, #particle: 30, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1124.52, max: 1210.59
Date: 08-10 at 17:37:01, #particle: 30, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1078.18, max: 1211.17
Date: 08-10 at 17:38:12, #particle: 30, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1107.74, max: 1259.86
Date: 08-10 at 17:39:50, #particle: 30, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1075.80, max: 1133.43
Date: 08-10 at 17:41:32, #particle: 30, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1110.27, max: 1175.97
Date: 08-10 at 17:43:02, #particle: 30, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1293.01, max: 1622.61
Date: 08-10 at 17:44:29, #particle: 30, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1187.02, max: 1578.24
Date: 08-10 at 17:46:11, #particle: 30, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1168.39, max: 1521.35
Date: 08-10 at 17:47:54, #particle: 30, iter: 43, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1032.12(6), mean: 1098.55, max: 1169.63
