Date: 04-10 at 15:39:01, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 538.49(5), mean: 594.58, max: 646.33
Date: 04-10 at 15:39:02, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 488.89(5), mean: 535.82, max: 565.45
Date: 04-10 at 15:39:03, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 457.64(5), mean: 512.97, max: 555.84
Date: 04-10 at 15:39:05, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 455.27(5), mean: 520.66, max: 636.80
Date: 04-10 at 15:39:06, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 433.57(4), mean: 524.81, max: 720.85
Date: 04-10 at 15:39:06, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 427.27(4), mean: 548.12, max: 837.77
Date: 04-10 at 15:39:07, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 578.68, max: 954.69
Date: 04-10 at 15:39:09, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 609.85, max: 1071.62
Date: 04-10 at 15:39:10, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 635.71, max: 1171.40
Date: 04-10 at 15:39:12, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 660.20, max: 1271.19
Date: 04-10 at 15:39:14, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 735.61, max: 1374.69
Date: 04-10 at 15:39:17, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 821.35, max: 1491.61
Date: 04-10 at 15:39:20, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 894.53, max: 1591.40
Date: 04-10 at 15:39:24, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 966.21, max: 1689.15
Date: 04-10 at 15:39:29, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 1042.11, max: 1792.65
Date: 04-10 at 15:39:37, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 1118.01, max: 1896.16
Date: 04-10 at 15:39:46, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 417.96(4), mean: 1203.75, max: 2013.08
