Date: 07-23 at 07:45:44, #particle: 30, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1678.62(6), mean: 2704.72, max: 3603.49
Date: 07-23 at 07:46:51, #particle: 30, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1522.01(13), mean: 2247.80, max: 3092.83
Date: 07-23 at 07:48:22, #particle: 30, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1419.76(11), mean: 2199.07, max: 2955.49
Date: 07-23 at 07:49:37, #particle: 30, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1355.06(11), mean: 1984.89, max: 2690.58
Date: 07-23 at 07:51:00, #particle: 30, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1331.79(11), mean: 1449.51, max: 1573.96
Date: 07-23 at 07:52:15, #particle: 30, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1282.26(13), mean: 1427.67, max: 1540.71
Date: 07-23 at 07:53:42, #particle: 30, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1278.64(13), mean: 1467.69, max: 1589.10
Date: 07-23 at 07:55:15, #particle: 30, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1278.64(13), mean: 1428.80, max: 1621.57
Date: 07-23 at 07:56:58, #particle: 30, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1249.95(12), mean: 1349.50, max: 1450.03
Date: 07-23 at 07:58:28, #particle: 30, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1356.85, max: 1487.84
Date: 07-23 at 07:59:58, #particle: 30, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1381.54, max: 1481.89
Date: 07-23 at 08:01:34, #particle: 30, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1323.20, max: 1438.57
Date: 07-23 at 08:03:07, #particle: 30, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1310.73, max: 1429.82
Date: 07-23 at 08:04:47, #particle: 30, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1310.93, max: 1428.06
Date: 07-23 at 08:06:13, #particle: 30, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1471.21, max: 1763.65
Date: 07-23 at 08:07:44, #particle: 30, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1388.23, max: 1701.85
Date: 07-23 at 08:09:20, #particle: 30, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1334.37, max: 1452.37
Date: 07-23 at 08:10:54, #particle: 30, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1339.89, max: 1479.14
Date: 07-23 at 08:12:22, #particle: 30, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1480.63, max: 1648.51
Date: 07-23 at 08:13:54, #particle: 30, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1417.30, max: 1623.35
Date: 07-23 at 08:15:21, #particle: 30, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1407.99, max: 1638.26
Date: 07-23 at 08:16:53, #particle: 30, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1326.41, max: 1463.47
Date: 07-23 at 08:18:13, #particle: 30, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1473.02, max: 1807.45
Date: 07-23 at 08:19:45, #particle: 30, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1466.75, max: 1846.44
Date: 07-23 at 08:21:16, #particle: 30, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1351.99, max: 1584.34
Date: 07-23 at 08:22:43, #particle: 30, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1344.74, max: 1489.75
Date: 07-23 at 08:24:04, #particle: 30, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1443.50, max: 1622.76
Date: 07-23 at 08:25:26, #particle: 30, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1322.00, max: 1543.28
Date: 07-23 at 08:26:53, #particle: 30, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 1329.68, max: 1553.74
Date: 07-23 at 08:28:27, #particle: 30, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1236.26(11), mean: 2144.64, max: 3294.43
Date: 07-23 at 08:30:03, #particle: 30, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1227.49(11), mean: 1541.92, max: 1962.44
Date: 07-23 at 08:31:05, #particle: 30, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1225.11(11), mean: 1553.73, max: 1957.08
Date: 07-23 at 08:32:22, #particle: 30, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1225.11(11), mean: 1527.89, max: 1942.99
Date: 07-23 at 08:33:42, #particle: 30, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1225.11(11), mean: 1533.82, max: 1964.87
Date: 07-23 at 08:35:07, #particle: 30, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1225.11(11), mean: 1501.45, max: 1886.40
Date: 07-23 at 08:36:40, #particle: 30, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1225.11(11), mean: 1324.89, max: 1426.48
Date: 07-23 at 08:38:10, #particle: 30, iter: 44, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1225.11(11), mean: 1480.27, max: 1825.10
Date: 07-23 at 08:39:28, #particle: 30, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1225.11(11), mean: 1414.42, max: 1865.83
Date: 07-23 at 08:40:44, #particle: 30, iter: 46, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1225.11(11), mean: 1415.17, max: 1709.89
Date: 07-23 at 08:42:12, #particle: 30, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1223.57(9), mean: 1332.45, max: 1565.27
Date: 07-23 at 08:43:39, #particle: 30, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1211.50(10), mean: 1271.24, max: 1441.58
Date: 07-23 at 08:44:53, #particle: 30, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1208.76(10), mean: 1286.00, max: 1359.78
Date: 07-23 at 08:46:15, #particle: 30, iter: 50, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1208.76(10), mean: 1266.64, max: 1400.51
Date: 07-23 at 08:47:41, #particle: 30, iter: 51, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1205.86(11), mean: 1252.17, max: 1402.97
Date: 07-23 at 08:49:12, #particle: 30, iter: 52, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1205.86(11), mean: 1254.83, max: 1403.28
Date: 07-23 at 08:50:47, #particle: 30, iter: 53, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1205.86(11), mean: 1242.20, max: 1299.03
Date: 07-23 at 08:52:17, #particle: 30, iter: 54, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1205.86(11), mean: 1241.46, max: 1290.31
Date: 07-23 at 08:53:44, #particle: 30, iter: 55, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1205.86(11), mean: 1243.83, max: 1290.31
Date: 07-23 at 08:55:14, #particle: 30, iter: 57, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1205.86(11), mean: 1393.68, max: 1696.76
Date: 07-23 at 08:56:48, #particle: 30, iter: 58, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1205.86(11), mean: 1288.08, max: 1448.48
Date: 07-23 at 08:58:11, #particle: 30, iter: 59, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1205.86(11), mean: 1271.02, max: 1409.32
Date: 07-23 at 08:59:29, #particle: 30, iter: 60, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1260.53, max: 1390.03
Date: 07-23 at 09:01:04, #particle: 30, iter: 61, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1252.51, max: 1368.06
Date: 07-23 at 09:02:23, #particle: 30, iter: 62, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1250.70, max: 1311.00
Date: 07-23 at 09:03:48, #particle: 30, iter: 63, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1250.95, max: 1340.88
Date: 07-23 at 09:05:14, #particle: 30, iter: 64, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1242.75, max: 1317.44
Date: 07-23 at 09:06:36, #particle: 30, iter: 66, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1374.63, max: 1519.89
Date: 07-23 at 09:08:07, #particle: 30, iter: 67, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1294.92, max: 1499.09
Date: 07-23 at 09:09:26, #particle: 30, iter: 68, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1307.51, max: 1553.92
Date: 07-23 at 09:10:45, #particle: 30, iter: 69, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1257.63, max: 1341.79
Date: 07-23 at 09:12:00, #particle: 30, iter: 71, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1443.06, max: 1700.63
Date: 07-23 at 09:13:18, #particle: 30, iter: 72, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1329.81, max: 1681.41
Date: 07-23 at 09:14:37, #particle: 30, iter: 73, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1281.96, max: 1488.13
Date: 07-23 at 09:15:53, #particle: 30, iter: 74, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1289.62, max: 1426.27
Date: 07-23 at 09:17:23, #particle: 30, iter: 76, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1415.97, max: 1655.91
Date: 07-23 at 09:18:39, #particle: 30, iter: 77, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1293.70, max: 1578.82
Date: 07-23 at 09:19:54, #particle: 30, iter: 78, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1285.84, max: 1447.42
Date: 07-23 at 09:21:11, #particle: 30, iter: 79, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1288.27, max: 1381.93
Date: 07-23 at 09:22:30, #particle: 30, iter: 81, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1394.90, max: 1658.24
Date: 07-23 at 09:24:01, #particle: 30, iter: 82, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1204.07(10), mean: 1337.94, max: 1589.46
Date: 07-23 at 09:25:19, #particle: 30, iter: 83, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1199.14(10), mean: 1248.75, max: 1373.75
Date: 07-23 at 09:26:46, #particle: 30, iter: 84, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1197.89(9), mean: 1254.72, max: 1362.16
Date: 07-23 at 09:28:06, #particle: 30, iter: 85, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1197.89(9), mean: 1251.91, max: 1380.36
Date: 07-23 at 09:29:21, #particle: 30, iter: 86, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1197.89(9), mean: 1234.93, max: 1357.85
Date: 07-23 at 09:30:36, #particle: 30, iter: 87, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1197.89(9), mean: 1262.95, max: 1368.49
Date: 07-23 at 09:31:49, #particle: 30, iter: 88, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1197.89(9), mean: 1216.54, max: 1272.05
Date: 07-23 at 09:33:14, #particle: 30, iter: 90, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1197.89(9), mean: 1438.10, max: 1652.66
Date: 07-23 at 09:34:27, #particle: 30, iter: 91, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1195.13(8), mean: 1318.79, max: 1639.66
Date: 07-23 at 09:35:33, #particle: 30, iter: 92, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1195.13(8), mean: 1264.55, max: 1488.71
Date: 07-23 at 09:36:50, #particle: 30, iter: 93, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1192.82(8), mean: 1260.55, max: 1406.25
Date: 07-23 at 09:38:13, #particle: 30, iter: 94, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1192.54(9), mean: 1242.12, max: 1449.98
Date: 07-23 at 09:39:38, #particle: 30, iter: 95, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1191.37(8), mean: 1222.27, max: 1422.87
Date: 07-23 at 09:40:53, #particle: 30, iter: 96, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1191.37(8), mean: 1218.97, max: 1402.04
Date: 07-23 at 09:42:15, #particle: 30, iter: 97, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1191.37(8), mean: 1217.27, max: 1392.88
Date: 07-23 at 09:43:31, #particle: 30, iter: 98, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1191.37(8), mean: 1218.30, max: 1390.90
Date: 07-23 at 09:44:45, #particle: 30, iter: 99, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1218.60, max: 1374.04
Date: 07-23 at 09:45:53, #particle: 30, iter: 100, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1204.36, max: 1244.94
Date: 07-23 at 09:47:15, #particle: 30, iter: 101, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1206.25, max: 1277.21
Date: 07-23 at 09:48:28, #particle: 30, iter: 102, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1203.21, max: 1237.64
Date: 07-23 at 09:49:33, #particle: 30, iter: 103, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1202.90, max: 1244.94
Date: 07-23 at 09:50:47, #particle: 30, iter: 105, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1457.59, max: 1796.08
Date: 07-23 at 09:51:59, #particle: 30, iter: 106, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1324.67, max: 1644.80
Date: 07-23 at 09:53:10, #particle: 30, iter: 107, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1234.61, max: 1442.05
Date: 07-23 at 09:54:25, #particle: 30, iter: 108, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1238.49, max: 1469.76
Date: 07-23 at 09:55:43, #particle: 30, iter: 110, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1458.31, max: 1676.91
Date: 07-23 at 09:57:01, #particle: 30, iter: 111, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1300.33, max: 1431.42
Date: 07-23 at 09:58:04, #particle: 30, iter: 112, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1285.93, max: 1442.59
Date: 07-23 at 09:59:21, #particle: 30, iter: 113, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1255.14, max: 1406.19
Date: 07-23 at 10:00:42, #particle: 30, iter: 115, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1485.36, max: 1843.05
Date: 07-23 at 10:01:55, #particle: 30, iter: 116, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1365.70, max: 1634.41
Date: 07-23 at 10:03:06, #particle: 30, iter: 117, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1189.11(8), mean: 1353.29, max: 1613.84
Date: 07-23 at 10:04:23, #particle: 30, iter: 118, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1188.66(8), mean: 1258.23, max: 1334.72
Date: 07-23 at 10:05:38, #particle: 30, iter: 119, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1188.66(8), mean: 1244.37, max: 1330.90
Date: 07-23 at 10:06:50, #particle: 30, iter: 120, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1188.66(8), mean: 1265.49, max: 1361.77
Date: 07-23 at 10:08:07, #particle: 30, iter: 121, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1183.98(8), mean: 1236.57, max: 1307.45
Date: 07-23 at 10:09:18, #particle: 30, iter: 122, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1183.35(8), mean: 1273.55, max: 1363.58
