Date: 07-11 at 22:28:56, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 1214.99(9) mean: 3520.05, max: 4440.13
Date: 07-11 at 22:29:55, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 991.55(9) mean: 2873.52, max: 4263.01
Date: 07-11 at 22:30:53, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 901.28(8) mean: 2742.11, max: 3969.90
Date: 07-11 at 22:31:51, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 860.34(8) mean: 1975.17, max: 3269.63
Date: 07-11 at 22:32:49, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 775.83(6) mean: 1575.97, max: 2818.48
Date: 07-11 at 22:33:42, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 733.12(6) mean: 902.65, max: 1008.42
Date: 07-11 at 22:34:39, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 708.93(5) mean: 922.57, max: 1066.14
Date: 07-11 at 22:35:30, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 708.93(5) mean: 811.22, max: 919.52
Date: 07-11 at 22:36:27, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 702.38(4) mean: 805.14, max: 893.00
Date: 07-11 at 22:37:19, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 702.36(4) mean: 781.58, max: 893.00
Date: 07-11 at 22:38:09, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 702.36(4) mean: 762.48, max: 853.44
Date: 07-11 at 22:39:01, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 702.36(4) mean: 787.68, max: 886.06
Date: 07-11 at 22:39:53, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 689.14(5) mean: 749.59, max: 853.44
Date: 07-11 at 22:40:44, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 652.48(5) mean: 773.93, max: 894.20
Date: 07-11 at 22:41:34, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 652.48(5) mean: 743.72, max: 863.70
Date: 07-11 at 22:42:23, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 645.27(4) mean: 703.16, max: 813.99
Date: 07-11 at 22:43:18, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 663.94, max: 708.33
Date: 07-11 at 22:44:14, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 656.26, max: 680.79
Date: 07-11 at 22:45:06, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 656.14, max: 680.54
Date: 07-11 at 22:45:56, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 656.14, max: 680.54
Date: 07-11 at 22:46:52, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 655.37, max: 680.54
Date: 07-11 at 22:47:58, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 756.77, max: 1114.52
Date: 07-11 at 22:48:53, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 680.38, max: 792.06
Date: 07-11 at 22:49:43, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 662.62, max: 750.34
Date: 07-11 at 22:50:31, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 656.91, max: 716.14
Date: 07-11 at 22:51:31, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 696.99, max: 1005.87
Date: 07-11 at 22:52:24, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 670.52, max: 906.32
Date: 07-11 at 22:53:15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 658.76, max: 852.76
Date: 07-11 at 22:54:07, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 650.18, max: 690.58
Date: 07-11 at 22:55:09, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 727.90, max: 1099.20
Date: 07-11 at 22:55:57, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 716.78, max: 1040.13
Date: 07-11 at 22:56:49, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 664.88, max: 786.79
Date: 07-11 at 22:57:41, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 665.42, max: 817.23
Date: 07-11 at 22:58:50, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 724.67, max: 1250.71
Date: 07-11 at 22:59:38, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 675.27, max: 977.69
Date: 07-11 at 23:00:32, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 660.78, max: 791.75
Date: 07-11 at 23:01:25, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 644.88(4) mean: 660.57, max: 747.10
