Date: 08-10 at 08:22:18, iter: 1, new3, Khoo: 1053.5, current_best: 1314.19 best obj: 1314.19(13) mean: 2257.91, max: 2975.16
Date: 08-10 at 08:24:39, iter: 2, new3, Khoo: 1053.5, current_best: 1231.52 best obj: 1231.52(15) mean: 2210.88, max: 2954.40
Date: 08-10 at 08:26:51, iter: 3, new3, Khoo: 1053.5, current_best: 1190.80 best obj: 1190.80(15) mean: 2167.85, max: 2877.43
Date: 08-10 at 08:29:13, iter: 4, new3, Khoo: 1053.5, current_best: 1178.56 best obj: 1178.56(14) mean: 1925.14, max: 2819.20
Date: 08-10 at 08:31:28, iter: 5, new3, Khoo: 1053.5, current_best: 1157.10 best obj: 1157.10(14) mean: 1778.51, max: 2762.68
Date: 08-10 at 08:33:55, iter: 6, new3, Khoo: 1053.5, current_best: 1118.63 best obj: 1118.63(13) mean: 1611.27, max: 2331.83
Date: 08-10 at 08:36:18, iter: 7, new3, Khoo: 1053.5, current_best: 1115.10 best obj: 1115.10(13) mean: 1247.11, max: 1394.78
Date: 08-10 at 08:38:26, iter: 8, new3, Khoo: 1053.5, current_best: 1112.03 best obj: 1112.03(13) mean: 1282.06, max: 1445.76
Date: 08-10 at 08:40:48, iter: 9, new3, Khoo: 1053.5, current_best: 1104.66 best obj: 1104.66(13) mean: 1238.14, max: 1430.63
Date: 08-10 at 08:43:01, iter: 10, new3, Khoo: 1053.5, current_best: 1104.66 best obj: 1104.66(13) mean: 1232.31, max: 1456.21
Date: 08-10 at 08:45:25, iter: 11, new3, Khoo: 1053.5, current_best: 1104.66 best obj: 1104.66(13) mean: 1187.51, max: 1282.39
Date: 08-10 at 08:47:37, iter: 12, new3, Khoo: 1053.5, current_best: 1104.66 best obj: 1104.66(13) mean: 1171.02, max: 1251.15
Date: 08-10 at 08:50:03, iter: 14, new3, Khoo: 1053.5, current_best: 1104.66 best obj: 1104.66(13) mean: 1324.08, max: 1587.28
Date: 08-10 at 08:52:06, iter: 15, new3, Khoo: 1053.5, current_best: 1104.66 best obj: 1104.66(13) mean: 1346.47, max: 1609.49
