Date: 06-29 at 23:38:22, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1539.84(12) mean: 3136.24, max: 3722.29
Date: 06-29 at 23:39:48, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1398.66(11) mean: 3064.76, max: 3654.75
Date: 06-29 at 23:41:10, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1373.16(11) mean: 2838.10, max: 3478.12
Date: 06-29 at 23:42:39, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1349.06(11) mean: 2382.66, max: 3231.19
Date: 06-29 at 23:44:06, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1349.06(11) mean: 2268.76, max: 3160.43
Date: 06-29 at 23:45:34, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1349.06(11) mean: 1900.47, max: 2899.67
Date: 06-29 at 23:46:54, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1335.29(13) mean: 1922.18, max: 2915.31
Date: 06-29 at 23:48:22, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1298.47(13) mean: 1914.88, max: 2801.84
Date: 06-29 at 23:49:52, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1292.60(13) mean: 1929.26, max: 2778.29
Date: 06-29 at 23:51:15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1292.60(13) mean: 1967.21, max: 2819.92
Date: 06-29 at 23:52:41, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1292.60(13) mean: 1981.12, max: 2834.30
Date: 06-29 at 23:54:18, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1292.60(13) mean: 1392.22, max: 1444.09
