Date: 01-01 at 06:31:35, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1421.81(14), mean: 2331.42, max: 2994.17
Date: 01-01 at 06:32:34, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1406.88(14), mean: 2369.41, max: 3063.98
Date: 01-01 at 06:33:35, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1387.28(14), mean: 2396.50, max: 3092.25
Date: 01-01 at 06:34:35, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1380.94(14), mean: 2339.27, max: 3093.56
Date: 01-01 at 06:35:37, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1380.94(14), mean: 2310.54, max: 3000.39
Date: 01-01 at 06:36:41, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1380.94(14), mean: 2193.64, max: 2998.28
Date: 01-01 at 06:37:44, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1380.94(14), mean: 1497.08, max: 1600.33
Date: 01-01 at 06:38:45, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1335.78(14), mean: 1487.62, max: 1630.65
Date: 01-01 at 06:39:43, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1314.24(13), mean: 1565.24, max: 1726.19
Date: 01-01 at 06:40:42, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1314.24(13), mean: 1582.42, max: 1777.18
Date: 01-01 at 06:41:42, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1309.11(14), mean: 1578.67, max: 1801.41
Date: 01-01 at 06:42:44, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1284.76(13), mean: 1359.93, max: 1453.91
Date: 01-01 at 06:43:41, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1264.65(13), mean: 1358.57, max: 1512.94
Date: 01-01 at 06:44:41, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1256.31(13), mean: 1331.49, max: 1415.94
Date: 01-01 at 06:45:40, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1256.31(13), mean: 1361.64, max: 1481.19
Date: 01-01 at 06:46:38, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1256.31(13), mean: 1404.80, max: 1542.40
Date: 01-01 at 06:47:38, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1256.31(13), mean: 1400.01, max: 1573.09
Date: 01-01 at 06:48:37, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1256.31(13), mean: 1375.66, max: 1557.11
Date: 01-01 at 06:49:35, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1256.31(13), mean: 1430.83, max: 1753.70
Date: 01-01 at 06:50:32, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1256.31(13), mean: 1431.62, max: 1654.24
Date: 01-01 at 06:51:33, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1256.31(13), mean: 1318.47, max: 1536.06
Date: 01-01 at 06:52:31, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1243.11(13), mean: 1304.65, max: 1376.74
Date: 01-01 at 06:53:28, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1242.75(13), mean: 1351.01, max: 1442.78
Date: 01-01 at 06:54:25, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1242.75(13), mean: 1386.51, max: 1488.63
Date: 01-01 at 06:55:24, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1242.75(13), mean: 1364.68, max: 1508.00
Date: 01-01 at 06:56:22, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1242.46(13), mean: 1292.58, max: 1416.74
Date: 01-01 at 06:57:23, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1241.01(13), mean: 1298.39, max: 1402.88
Date: 01-01 at 06:58:22, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.63(13), mean: 1278.13, max: 1369.87
Date: 01-01 at 06:59:21, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.63(12), mean: 1271.63, max: 1365.98
Date: 01-01 at 07:00:22, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.63(12), mean: 1268.26, max: 1319.09
Date: 01-01 at 07:01:22, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.63(12), mean: 1268.22, max: 1319.09
Date: 01-01 at 07:02:19, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.63(12), mean: 1298.27, max: 1370.62
Date: 01-01 at 07:03:18, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.63(12), mean: 1360.00, max: 1662.26
Date: 01-01 at 07:04:16, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.63(12), mean: 1330.80, max: 1626.45
Date: 01-01 at 07:05:16, #particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.63(12), mean: 1324.84, max: 1546.35
Date: 01-01 at 07:06:16, #particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.57(12), mean: 1259.14, max: 1331.55
Date: 01-01 at 07:07:15, #particle: 15, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.10(12), mean: 1275.32, max: 1370.72
Date: 01-01 at 07:08:13, #particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.10(12), mean: 1267.30, max: 1394.08
Date: 01-01 at 07:09:14, #particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.10(12), mean: 1259.22, max: 1321.38
Date: 01-01 at 07:10:12, #particle: 15, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.10(12), mean: 1253.50, max: 1320.44
Date: 01-01 at 07:11:10, #particle: 15, iter: 43, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1220.10(12), mean: 1276.13, max: 1340.35
Date: 01-01 at 07:12:06, #particle: 15, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.36(12), mean: 1292.70, max: 1489.43
Date: 01-01 at 07:13:07, #particle: 15, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1268.17, max: 1455.42
Date: 01-01 at 07:14:04, #particle: 15, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1274.99, max: 1380.28
Date: 01-01 at 07:15:03, #particle: 15, iter: 48, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1254.37, max: 1362.62
Date: 01-01 at 07:16:03, #particle: 15, iter: 49, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1240.54, max: 1287.91
Date: 01-01 at 07:17:04, #particle: 15, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1242.00, max: 1300.97
Date: 01-01 at 07:18:01, #particle: 15, iter: 52, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1276.15, max: 1428.34
Date: 01-01 at 07:18:59, #particle: 15, iter: 53, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1288.74, max: 1463.18
Date: 01-01 at 07:19:57, #particle: 15, iter: 54, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1253.49, max: 1348.74
Date: 01-01 at 07:20:59, #particle: 15, iter: 55, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1235.75, max: 1290.01
Date: 01-01 at 07:21:56, #particle: 15, iter: 57, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1290.51, max: 1631.52
Date: 01-01 at 07:22:53, #particle: 15, iter: 58, fix: false, local: true, cut car: true, new generate: false, Khoo: 1135.52, best obj: 1212.01(12), mean: 1238.06, max: 1320.32
