Date: 11-16 at 10:36:58, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 957.16(7), mean: 1759.97, max: 3527.90
Date: 11-16 at 10:37:55, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 913.60(7), mean: 1541.19, max: 2961.56
Date: 11-16 at 10:38:52, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 886.20(7), mean: 1555.16, max: 2941.93
Date: 11-16 at 10:39:45, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 1388.15, max: 2479.48
Date: 11-16 at 10:40:41, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 1189.33, max: 1936.77
Date: 11-16 at 10:41:40, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 1152.60, max: 1867.77
Date: 11-16 at 10:42:37, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 1154.58, max: 1709.87
Date: 11-16 at 10:43:36, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 1035.16, max: 1164.64
Date: 11-16 at 10:44:31, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 1011.26, max: 1125.99
Date: 11-16 at 10:45:28, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 952.52, max: 1084.68
Date: 11-16 at 10:46:26, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 929.06, max: 990.83
Date: 11-16 at 10:47:26, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 878.57(7), mean: 914.73, max: 971.30
Date: 11-16 at 10:48:23, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 735.8, best obj: 876.03(7), mean: 904.73, max: 941.43
