Date: 07-16 at 00:15:15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1764.39(17) mean: 2599.13, max: 3493.13
Date: 07-16 at 00:16:11, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1653.60(17) mean: 2258.93, max: 2816.62
Date: 07-16 at 00:17:05, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1608.19(16) mean: 2287.81, max: 2890.27
Date: 07-16 at 00:18:11, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1606.91(16) mean: 2035.37, max: 2765.60
Date: 07-16 at 00:19:14, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1606.91(16) mean: 1972.44, max: 2765.33
Date: 07-16 at 00:20:11, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1606.91(16) mean: 2036.50, max: 2836.20
Date: 07-16 at 00:21:18, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1606.91(16) mean: 1909.33, max: 2799.09
Date: 07-16 at 00:22:15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1606.91(16) mean: 1879.60, max: 2203.50
Date: 07-16 at 00:23:18, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1606.91(16) mean: 1883.77, max: 2122.78
Date: 07-16 at 00:24:18, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1606.91(16) mean: 1837.05, max: 2097.35
Date: 07-16 at 00:25:22, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1606.91(16) mean: 1835.44, max: 2129.61
Date: 07-16 at 00:26:36, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1604.78(18) mean: 1682.78, max: 1764.31
Date: 07-16 at 00:27:44, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1574.76(17) mean: 1675.79, max: 1763.52
Date: 07-16 at 00:28:43, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1568.41(16) mean: 1688.20, max: 1814.78
Date: 07-16 at 00:29:42, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1568.41(16) mean: 1734.36, max: 1899.37
Date: 07-16 at 00:30:49, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1568.41(16) mean: 1642.61, max: 1728.56
Date: 07-16 at 00:31:48, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1568.41(16) mean: 1659.92, max: 1765.16
Date: 07-16 at 00:32:47, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1557.45(16) mean: 1635.27, max: 1826.06
Date: 07-16 at 00:33:47, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1556.45(16) mean: 1657.04, max: 1891.91
Date: 07-16 at 00:34:54, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1553.88(16) mean: 1625.54, max: 1731.24
Date: 07-16 at 00:35:51, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1696.33, max: 1841.95
Date: 07-16 at 00:36:49, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1693.63, max: 1874.05
Date: 07-16 at 00:37:48, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1658.76, max: 1933.60
Date: 07-16 at 00:38:52, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1657.23, max: 1813.45
Date: 07-16 at 00:39:48, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1686.41, max: 1876.69
Date: 07-16 at 00:40:54, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1731.08, max: 2036.23
Date: 07-16 at 00:41:53, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1684.53, max: 2011.29
Date: 07-16 at 00:42:54, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1728.43, max: 2079.73
Date: 07-16 at 00:43:58, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1633.16, max: 1901.14
Date: 07-16 at 00:45:02, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1730.50, max: 1897.87
Date: 07-16 at 00:46:01, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1665.24, max: 1774.09
Date: 07-16 at 00:47:10, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1673.95, max: 1802.43
Date: 07-16 at 00:48:18, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1633.00, max: 1743.08
Date: 07-16 at 00:49:28, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1708.85, max: 1915.38
Date: 07-16 at 00:50:25, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1679.80, max: 1819.25
Date: 07-16 at 00:51:29, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1684.44, max: 1835.16
Date: 07-16 at 00:52:34, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1622.96, max: 1816.84
Date: 07-16 at 00:53:39, iter: 43, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1730.43, max: 2047.47
Date: 07-16 at 00:54:40, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1689.71, max: 1970.52
Date: 07-16 at 00:55:46, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1552.40(16) mean: 1687.33, max: 2002.20
Date: 07-16 at 00:56:53, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1550.69(16) mean: 1676.29, max: 1992.89
Date: 07-16 at 00:57:54, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1550.35(16) mean: 1606.68, max: 1670.55
Date: 07-16 at 00:58:56, iter: 48, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1550.35(16) mean: 1629.95, max: 1712.07
Date: 07-16 at 00:59:50, iter: 49, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1550.35(16) mean: 1670.03, max: 1783.52
Date: 07-16 at 01:00:55, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1550.35(16) mean: 1660.26, max: 1808.15
Date: 07-16 at 01:01:54, iter: 51, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1550.35(16) mean: 1629.32, max: 1806.42
Date: 07-16 at 01:03:04, iter: 53, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1540.07(16) mean: 1671.05, max: 1998.75
Date: 07-16 at 01:04:10, iter: 54, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1539.85(15) mean: 1669.24, max: 1992.68
Date: 07-16 at 01:05:17, iter: 55, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1539.85(15) mean: 1590.47, max: 1711.38
Date: 07-16 at 01:06:12, iter: 56, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1526.07(15) mean: 1597.38, max: 1782.00
Date: 07-16 at 01:07:10, iter: 57, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1526.07(15) mean: 1686.63, max: 1892.83
Date: 07-16 at 01:08:11, iter: 58, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1526.07(15) mean: 1685.82, max: 1946.77
Date: 07-16 at 01:09:10, iter: 59, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1526.07(15) mean: 1640.89, max: 1728.63
Date: 07-16 at 01:10:08, iter: 60, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1526.07(15) mean: 1668.99, max: 1791.14
