Date: 01-10 at 22:06:14, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1930.81(18), mean: 2878.20, max: 3457.29
Date: 01-10 at 22:07:06, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1769.20(17), mean: 2552.89, max: 3329.21
Date: 01-10 at 22:08:09, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1722.20(17), mean: 2323.93, max: 3049.78
Date: 01-10 at 22:09:11, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1716.41(18), mean: 2248.67, max: 2967.01
Date: 01-10 at 22:10:07, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1650.22(17), mean: 2241.81, max: 2997.48
Date: 01-10 at 22:11:08, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1645.37(17), mean: 2104.77, max: 3014.18
Date: 01-10 at 22:12:01, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1645.37(17), mean: 2091.59, max: 3024.09
Date: 01-10 at 22:13:02, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1645.37(17), mean: 2007.83, max: 2964.91
Date: 01-10 at 22:14:02, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1592.80(16), mean: 1723.47, max: 1822.66
Date: 01-10 at 22:15:00, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1592.80(15), mean: 1720.53, max: 1860.43
Date: 01-10 at 22:16:01, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1592.80(15), mean: 1710.75, max: 1904.32
Date: 01-10 at 22:17:01, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1592.80(15), mean: 1706.64, max: 1927.57
Date: 01-10 at 22:17:56, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1592.80(15), mean: 1731.48, max: 1852.02
Date: 01-10 at 22:18:48, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1592.80(15), mean: 1762.97, max: 1899.37
Date: 01-10 at 22:19:47, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1592.80(15), mean: 1839.30, max: 2133.56
Date: 01-10 at 22:20:43, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1582.43(16), mean: 1696.62, max: 1863.89
Date: 01-10 at 22:21:41, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1577.40(16), mean: 1667.08, max: 1926.58
Date: 01-10 at 22:22:38, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1571.20(16), mean: 1634.97, max: 1749.36
Date: 01-10 at 22:23:27, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1571.20(16), mean: 1670.13, max: 1789.42
Date: 01-10 at 22:24:22, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1571.20(16), mean: 1715.89, max: 1842.71
