Date: 04-17 at 13:12:43, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1505.22, max: 1636.78
Date: 04-17 at 13:12:44, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1750.24, max: 1899.30
Date: 04-17 at 13:12:46, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1995.26, max: 2161.82
Date: 04-17 at 13:12:48, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 2240.27, max: 2424.34
Date: 04-17 at 13:12:50, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 2360.68, max: 2553.35
Date: 04-17 at 13:12:53, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1154.38, max: 1260.88
Date: 04-17 at 13:12:54, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1307.94, max: 1523.40
Date: 04-17 at 13:12:55, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1535.45, max: 1785.92
Date: 04-17 at 13:12:56, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1610.98, max: 1876.36
Date: 04-17 at 13:12:57, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1154.38, max: 1260.88
Date: 04-17 at 13:12:58, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1430.82, max: 1557.07
Date: 04-17 at 13:12:58, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1515.23, max: 1647.50
Date: 04-17 at 13:12:59, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1635.64, max: 1776.51
Date: 04-17 at 13:13:01, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1154.38, max: 1260.88
Date: 04-17 at 13:13:01, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1315.30, max: 1523.40
Date: 04-17 at 13:13:02, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 778.15(4), mean: 1522.28, max: 1785.92
