Date: 04-17 at 13:05:35, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 776.38(4), mean: 1363.72, max: 1593.67
Date: 04-17 at 13:05:35, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 776.38(4), mean: 1591.00, max: 1856.19
Date: 04-17 at 13:05:36, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 776.38(4), mean: 1702.81, max: 1985.20
Date: 04-17 at 13:05:38, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 776.38(4), mean: 1977.60, max: 2279.62
Date: 04-17 at 13:05:40, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 776.38(4), mean: 2062.00, max: 2370.06
Date: 04-17 at 13:05:42, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 776.38(4), mean: 1154.26, max: 1260.88
Date: 04-17 at 13:05:43, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 822.41, max: 911.54
Date: 04-17 at 13:05:43, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 798.52, max: 908.00
Date: 04-17 at 13:05:44, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 918.93, max: 1037.01
Date: 04-17 at 13:05:45, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 1193.72, max: 1331.43
Date: 04-17 at 13:05:46, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 1278.12, max: 1421.86
Date: 04-17 at 13:05:47, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 1138.55, max: 1260.88
Date: 04-17 at 13:05:47, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 1277.65, max: 1487.41
Date: 04-17 at 13:05:48, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 1552.44, max: 1781.83
Date: 04-17 at 13:05:49, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 1636.85, max: 1872.27
Date: 04-17 at 13:05:50, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 1138.55, max: 1260.88
Date: 04-17 at 13:05:51, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 740.39(4), mean: 1276.69, max: 1487.41
Date: 04-17 at 13:05:51, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 735.48(4), mean: 1335.56, max: 1577.85
Date: 04-17 at 13:05:52, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 733.72(4), mean: 1456.54, max: 1707.59
Date: 04-17 at 13:05:53, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 733.72(4), mean: 1675.23, max: 1941.91
Date: 04-17 at 13:05:55, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 733.72(4), mean: 1796.33, max: 2071.65
Date: 04-17 at 13:05:57, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 733.72(4), mean: 1917.42, max: 2201.40
Date: 04-17 at 13:05:59, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 733.72(4), mean: 2038.52, max: 2331.15
Date: 04-17 at 13:06:02, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 733.72(4), mean: 1136.16, max: 1260.88
Date: 04-17 at 13:06:03, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 757.76, max: 846.23
Date: 04-17 at 13:06:03, particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 921.64, max: 1072.76
Date: 04-17 at 13:06:04, particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 991.55, max: 1168.47
Date: 04-17 at 13:06:05, particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1215.11, max: 1407.99
Date: 04-17 at 13:06:06, particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1304.44, max: 1503.70
Date: 04-17 at 13:06:07, particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1145.24, max: 1260.88
Date: 04-17 at 13:06:08, particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1284.27, max: 1487.41
Date: 04-17 at 13:06:09, particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1342.45, max: 1583.12
Date: 04-17 at 13:06:10, particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1566.00, max: 1822.65
Date: 04-17 at 13:06:11, particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1145.24, max: 1260.88
Date: 04-17 at 13:06:12, particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 898.63, max: 1493.26
Date: 04-17 at 13:06:12, particle: 15, iter: 42, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 909.08, max: 1623.01
Date: 04-17 at 13:06:13, particle: 15, iter: 43, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1105.41, max: 1849.54
Date: 04-17 at 13:06:14, particle: 15, iter: 45, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1145.24, max: 1260.88
Date: 04-17 at 13:06:14, particle: 15, iter: 46, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1283.66, max: 1487.41
Date: 04-17 at 13:06:15, particle: 15, iter: 47, fix: false, local: true, cut car: true, new generate: true, best obj: 691.51(4), mean: 1343.34, max: 1583.12
