Date: 04-10 at 23:49:33, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 445.36(2), mean: 679.19, max: 1517.71
Date: 04-10 at 23:49:34, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 421.40(2), mean: 675.42, max: 1584.42
Date: 04-10 at 23:49:35, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 760.24, max: 1939.11
Date: 04-10 at 23:49:37, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 822.99, max: 2184.04
Date: 04-10 at 23:49:39, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 847.21, max: 2276.48
Date: 04-10 at 23:49:41, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 871.18, max: 2368.91
Date: 04-10 at 23:49:43, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 901.72, max: 2448.54
Date: 04-10 at 23:49:46, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 982.02, max: 2693.48
Date: 04-10 at 23:49:49, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 1019.98, max: 2785.92
Date: 04-10 at 23:49:52, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 1054.69, max: 2878.35
Date: 04-10 at 23:49:56, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 1092.33, max: 2970.79
Date: 04-10 at 23:50:00, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 1128.91, max: 3063.22
Date: 04-10 at 23:50:05, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 417.00(3), mean: 1166.07, max: 3142.85
