Date: 03-24 at 17:24:28, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 947.94(8), mean: 1433.26, max: 1778.13
Date: 03-24 at 17:24:30, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 870.57(8), mean: 1305.25, max: 1795.67
Date: 03-24 at 17:24:32, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 839.43(8), mean: 1244.14, max: 1752.80
Date: 03-24 at 17:24:34, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 796.93(8), mean: 1252.65, max: 1778.29
Date: 03-24 at 17:24:36, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 760.90(7), mean: 1269.84, max: 1751.58
Date: 03-24 at 17:24:39, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 753.63(7), mean: 1013.85, max: 1660.09
Date: 03-24 at 17:24:41, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 747.13(7), mean: 940.06, max: 1452.39
Date: 03-24 at 17:24:45, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 741.64(8), mean: 828.03, max: 921.50
Date: 03-24 at 17:24:49, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 725.90(8), mean: 818.46, max: 931.91
Date: 03-24 at 17:24:51, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 725.90(8), mean: 844.76, max: 956.90
Date: 03-24 at 17:24:54, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 724.46(8), mean: 773.30, max: 819.55
Date: 03-24 at 17:24:58, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 701.98(7), mean: 764.57, max: 816.85
Date: 03-24 at 17:25:00, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 692.06(7), mean: 762.60, max: 831.61
Date: 03-24 at 17:25:03, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 740.09, max: 793.17
Date: 03-24 at 17:25:06, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 762.74, max: 826.40
Date: 03-24 at 17:25:08, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 785.96, max: 867.16
Date: 03-24 at 17:25:11, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 731.45, max: 794.20
Date: 03-24 at 17:25:15, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 729.61, max: 772.13
Date: 03-24 at 17:25:20, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 1342.06, max: 1866.13
Date: 03-24 at 17:25:23, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 1289.53, max: 1804.35
Date: 03-24 at 17:25:27, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 1058.98, max: 1421.93
Date: 03-24 at 17:25:30, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 1011.33, max: 1265.33
Date: 03-24 at 17:25:33, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 1341.56, max: 1867.74
Date: 03-24 at 17:25:36, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 677.98(7), mean: 1279.25, max: 1805.96
