Date: 01-14 at 20:16:02, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1432.68(13), mean: 3604.74, max: 4021.36
Date: 01-14 at 20:17:08, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1331.31(13), mean: 3521.77, max: 3924.83
Date: 01-14 at 20:18:13, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1118.64(13), mean: 3396.47, max: 3811.42
Date: 01-14 at 20:19:19, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1097.99(13), mean: 3128.36, max: 3620.26
Date: 01-14 at 20:20:25, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1081.06(13), mean: 2505.91, max: 3106.75
Date: 01-14 at 20:21:33, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1081.06(13), mean: 2057.12, max: 2876.69
Date: 01-14 at 20:22:38, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1018.81(13), mean: 1932.03, max: 2817.48
Date: 01-14 at 20:23:44, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 1015.29(13), mean: 1639.84, max: 2645.55
Date: 01-14 at 20:24:54, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 961.15(11), mean: 1136.09, max: 1363.32
Date: 01-14 at 20:25:57, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 961.15(11), mean: 1135.92, max: 1370.71
Date: 01-14 at 20:27:01, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 946.06(12), mean: 1055.32, max: 1369.68
Date: 01-14 at 20:28:06, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 918.08(12), mean: 1004.88, max: 1110.20
Date: 01-14 at 20:29:09, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 879.91(11), mean: 1022.22, max: 1140.33
Date: 01-14 at 20:30:12, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 838.82(10), mean: 983.82, max: 1097.23
Date: 01-14 at 20:31:14, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 977.55, max: 1093.47
Date: 01-14 at 20:32:12, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 903.74, max: 979.58
Date: 01-14 at 20:33:14, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 901.17, max: 982.93
Date: 01-14 at 20:34:17, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 862.27, max: 909.82
Date: 01-14 at 20:35:16, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 849.29, max: 900.27
Date: 01-14 at 20:36:17, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 3322.75, max: 3862.79
Date: 01-14 at 20:37:21, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 1296.52, max: 1476.61
Date: 01-14 at 20:38:24, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 1195.90, max: 1401.63
Date: 01-14 at 20:39:27, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 1101.50, max: 1384.37
Date: 01-14 at 20:40:35, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 3310.49, max: 3858.33
Date: 01-14 at 20:41:41, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.94, best obj: 828.94(10), mean: 1296.67, max: 1523.25
