Date: 06-30 at 18:39:37, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1660.15(6) mean: 2634.33, max: 3361.04
Date: 06-30 at 18:40:30, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1502.65(11) mean: 2278.23, max: 3309.21
Date: 06-30 at 18:41:25, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1360.89(11) mean: 2162.74, max: 3202.42
Date: 06-30 at 18:42:17, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1336.84(11) mean: 2033.46, max: 2894.02
Date: 06-30 at 18:43:18, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1336.35(11) mean: 1928.55, max: 2813.99
Date: 06-30 at 18:44:24, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1336.35(11) mean: 1775.42, max: 2510.43
Date: 06-30 at 18:45:20, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1336.35(11) mean: 1662.42, max: 2322.03
Date: 06-30 at 18:46:29, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1329.63(10) mean: 1401.29, max: 1482.60
Date: 06-30 at 18:47:35, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1305.10(10) mean: 1429.25, max: 1500.81
Date: 06-30 at 18:48:29, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1303.71(10) mean: 1477.35, max: 1576.32
Date: 06-30 at 18:49:34, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1303.71(10) mean: 1365.68, max: 1457.55
Date: 06-30 at 18:50:46, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.21(11) mean: 1339.07, max: 1419.67
Date: 06-30 at 18:51:40, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.21(11) mean: 1384.93, max: 1485.13
Date: 06-30 at 18:52:47, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.21(11) mean: 1396.68, max: 1464.62
Date: 06-30 at 18:53:44, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.21(11) mean: 1471.82, max: 1575.59
Date: 06-30 at 18:54:50, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.21(11) mean: 1412.95, max: 1532.01
Date: 06-30 at 18:55:50, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.21(11) mean: 1379.85, max: 1480.63
Date: 06-30 at 18:56:58, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.21(11) mean: 1353.29, max: 1473.20
Date: 06-30 at 18:57:56, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1287.21(11) mean: 1386.26, max: 1451.31
Date: 06-30 at 19:00:55, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1561.26(7) mean: 2750.78, max: 3523.16
Date: 06-30 at 19:02:01, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1144.48 best obj: 1401.36(7) mean: 2396.57, max: 3295.13
