Date: 08-09 at 05:51:20, iter: 1, new3, Khoo: 953.63, current_best: 1281.17 best obj: 1281.17(13) mean: 2209.36, max: 2614.73
Date: 08-09 at 05:52:47, iter: 2, new3, Khoo: 953.63, current_best: 1147.12 best obj: 1147.12(13) mean: 2149.42, max: 2561.43
Date: 08-09 at 05:54:10, iter: 3, new3, Khoo: 953.63, current_best: 1115.79 best obj: 1115.79(12) mean: 2133.48, max: 2536.17
Date: 08-09 at 05:55:45, iter: 4, new3, Khoo: 953.63, current_best: 1112.52 best obj: 1112.52(12) mean: 2153.74, max: 2537.58
Date: 08-09 at 05:57:16, iter: 5, new3, Khoo: 953.63, current_best: 1112.52 best obj: 1112.52(12) mean: 1912.84, max: 2458.28
Date: 08-09 at 05:58:39, iter: 6, new3, Khoo: 953.63, current_best: 1112.52 best obj: 1112.52(12) mean: 1820.75, max: 2372.29
Date: 08-09 at 06:00:08, iter: 7, new3, Khoo: 953.63, current_best: 1112.52 best obj: 1112.52(12) mean: 1605.18, max: 2272.77
Date: 08-09 at 06:01:45, iter: 9, new3, Khoo: 953.63, current_best: 1112.52 best obj: 1112.52(12) mean: 1305.25, max: 1517.81
Date: 08-09 at 06:03:07, iter: 10, new3, Khoo: 953.63, current_best: 1087.45 best obj: 1087.45(12) mean: 1282.86, max: 1510.22
Date: 08-09 at 06:04:33, iter: 11, new3, Khoo: 953.63, current_best: 1083.39 best obj: 1083.39(12) mean: 1198.09, max: 1425.18
Date: 08-09 at 06:05:48, iter: 12, new3, Khoo: 953.63, current_best: 1077.41 best obj: 1077.41(12) mean: 1218.40, max: 1452.22
Date: 08-09 at 06:07:16, iter: 13, new3, Khoo: 953.63, current_best: 1049.80 best obj: 1049.80(12) mean: 1248.99, max: 1488.13
Date: 08-09 at 06:08:44, iter: 14, new3, Khoo: 953.63, current_best: 1049.80 best obj: 1049.80(12) mean: 1257.96, max: 1501.76
Date: 08-09 at 06:10:12, iter: 15, new3, Khoo: 953.63, current_best: 1049.80 best obj: 1049.80(12) mean: 1119.55, max: 1239.64
Date: 08-09 at 06:11:40, iter: 16, new3, Khoo: 953.63, current_best: 1049.80 best obj: 1049.80(12) mean: 1108.13, max: 1158.84
Date: 08-09 at 06:12:58, iter: 18, new3, Khoo: 953.63, current_best: 1049.80 best obj: 1049.80(12) mean: 1278.81, max: 1524.05
Date: 08-09 at 06:14:22, iter: 19, new3, Khoo: 953.63, current_best: 1049.80 best obj: 1049.80(12) mean: 1288.03, max: 1544.20
Date: 08-09 at 06:15:42, iter: 20, new3, Khoo: 953.63, current_best: 1049.80 best obj: 1049.80(12) mean: 1154.37, max: 1439.38
Date: 08-09 at 06:17:13, iter: 21, new3, Khoo: 953.63, current_best: 1049.80 best obj: 1049.80(12) mean: 1140.73, max: 1424.46
