Date: 11-13 at 13:06:27, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1338.90(16), mean: 2332.39, max: 2865.08
Date: 11-13 at 13:07:32, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1306.16(15), mean: 2207.69, max: 2790.68
Date: 11-13 at 13:08:35, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1257.31(15), mean: 2115.49, max: 2695.08
Date: 11-13 at 13:09:42, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1206.35(14), mean: 1952.35, max: 2619.84
Date: 11-13 at 13:10:46, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1985.98, max: 2653.16
Date: 11-13 at 13:11:51, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1905.62, max: 2556.05
Date: 11-13 at 13:12:57, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1755.74, max: 2437.24
Date: 11-13 at 13:14:04, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1360.61, max: 1571.44
Date: 11-13 at 13:15:07, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1275.24, max: 1371.92
Date: 11-13 at 13:16:07, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1319.87, max: 1435.50
Date: 11-13 at 13:17:11, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1340.60, max: 1491.56
Date: 11-13 at 13:18:13, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1344.70, max: 1547.25
Date: 11-13 at 13:19:17, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1265.35, max: 1336.08
Date: 11-13 at 13:20:20, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1308.44, max: 1392.33
Date: 11-13 at 13:21:22, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1072.41, best obj: 1175.78(13), mean: 1244.26, max: 1309.33
