Date: 07-13 at 06:01:34, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1281.74(16) mean: 3088.50, max: 3881.86
Date: 07-13 at 06:02:37, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1137.54(15) mean: 3083.63, max: 3839.53
Date: 07-13 at 06:03:32, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1089.32(13) mean: 3100.79, max: 3868.43
Date: 07-13 at 06:04:30, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1067.99(13) mean: 2563.39, max: 3492.66
Date: 07-13 at 06:05:31, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1064.36(13) mean: 2403.91, max: 3399.34
Date: 07-13 at 06:06:36, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1064.36(13) mean: 2357.26, max: 3382.79
Date: 07-13 at 06:07:41, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1064.36(13) mean: 1251.43, max: 1404.79
Date: 07-13 at 06:08:38, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1064.36(13) mean: 1313.10, max: 1474.79
Date: 07-13 at 06:09:42, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1064.36(13) mean: 1270.26, max: 1494.10
Date: 07-13 at 06:10:37, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1064.36(13) mean: 1316.99, max: 1552.94
Date: 07-13 at 06:11:38, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1051.95(14) mean: 1250.94, max: 1562.55
Date: 07-13 at 06:12:39, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1051.95(14) mean: 1197.69, max: 1329.92
Date: 07-13 at 06:13:34, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1051.95(14) mean: 1229.67, max: 1362.83
Date: 07-13 at 06:14:41, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1051.95(14) mean: 1147.47, max: 1395.41
Date: 07-13 at 06:15:38, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1037.67(13) mean: 1131.40, max: 1289.20
Date: 07-13 at 06:16:34, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1030.57(13) mean: 1157.58, max: 1319.45
Date: 07-13 at 06:17:41, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 1014.47(14) mean: 1101.47, max: 1267.13
Date: 07-13 at 06:18:36, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 986.62(13) mean: 1119.67, max: 1216.67
Date: 07-13 at 06:19:41, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 986.09(13) mean: 1085.59, max: 1253.28
Date: 07-13 at 06:20:41, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 957.76(13) mean: 1030.16, max: 1197.16
Date: 07-13 at 06:21:37, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 957.76(13) mean: 1069.23, max: 1236.29
Date: 07-13 at 06:22:34, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 957.76(13) mean: 1096.36, max: 1270.45
Date: 07-13 at 06:23:37, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 957.76(13) mean: 1020.67, max: 1175.21
Date: 07-13 at 06:24:30, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 957.76(13) mean: 1063.68, max: 1235.95
Date: 07-13 at 06:25:36, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 957.76(13) mean: 1014.12, max: 1075.59
Date: 07-13 at 06:26:32, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 957.76(13) mean: 1029.27, max: 1095.22
Date: 07-13 at 06:27:32, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 945.60(13) mean: 1019.01, max: 1125.02
Date: 07-13 at 06:28:36, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 945.60(13) mean: 1008.15, max: 1072.89
Date: 07-13 at 06:29:31, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 945.60(13) mean: 989.40, max: 1057.99
Date: 07-13 at 06:30:32, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 938.69(12) mean: 960.88, max: 977.61
Date: 07-13 at 06:31:36, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 930.80(12) mean: 961.84, max: 989.93
Date: 07-13 at 06:32:30, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 930.03(12) mean: 964.16, max: 1009.71
Date: 07-13 at 06:33:28, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 930.03(12) mean: 958.24, max: 989.93
Date: 07-13 at 06:34:31, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 907.03(12) mean: 953.50, max: 982.87
Date: 07-13 at 06:35:27, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.30(11) mean: 985.75, max: 1017.11
Date: 07-13 at 06:36:24, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.30(11) mean: 947.95, max: 982.04
Date: 07-13 at 06:37:23, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.30(11) mean: 957.35, max: 1025.60
Date: 07-13 at 06:38:28, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.30(11) mean: 943.54, max: 981.07
Date: 07-13 at 06:39:24, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.30(11) mean: 938.73, max: 981.07
Date: 07-13 at 06:40:20, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 927.14, max: 955.96
Date: 07-13 at 06:41:21, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 923.38, max: 945.70
Date: 07-13 at 06:42:24, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 925.24, max: 951.82
Date: 07-13 at 06:43:19, iter: 43, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 923.24, max: 945.70
Date: 07-13 at 06:44:16, iter: 44, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 923.24, max: 945.70
Date: 07-13 at 06:45:17, iter: 45, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 903.39, max: 923.58
Date: 07-13 at 06:46:19, iter: 46, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 902.02, max: 912.96
Date: 07-13 at 06:47:11, iter: 47, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 900.26, max: 911.14
Date: 07-13 at 06:48:02, iter: 48, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 920.06, max: 941.44
Date: 07-13 at 06:49:03, iter: 49, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 895.29, max: 912.13
Date: 07-13 at 06:50:02, iter: 50, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 891.30, max: 911.64
Date: 07-13 at 06:50:55, iter: 51, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 891.84, max: 935.92
Date: 07-13 at 06:51:52, iter: 52, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.12, max: 884.30
Date: 07-13 at 06:52:49, iter: 53, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 892.26, max: 904.41
Date: 07-13 at 06:53:46, iter: 54, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.12, max: 884.30
Date: 07-13 at 06:54:42, iter: 55, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.12, max: 884.30
Date: 07-13 at 06:55:37, iter: 56, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.12, max: 884.30
Date: 07-13 at 06:56:36, iter: 57, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.12, max: 884.30
Date: 07-13 at 06:57:33, iter: 58, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.11, max: 884.30
Date: 07-13 at 06:58:24, iter: 59, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 906.67, max: 908.36
Date: 07-13 at 06:59:20, iter: 60, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.17, max: 884.30
Date: 07-13 at 07:00:21, iter: 61, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.17, max: 884.30
Date: 07-13 at 07:01:14, iter: 62, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 893.61, max: 904.41
Date: 07-13 at 07:02:09, iter: 63, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:03:06, iter: 64, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:04:07, iter: 65, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:05:02, iter: 66, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:05:56, iter: 67, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:06:50, iter: 68, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 888.14, max: 904.41
Date: 07-13 at 07:07:51, iter: 69, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.17, max: 884.80
Date: 07-13 at 07:08:45, iter: 70, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:09:39, iter: 71, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:10:34, iter: 72, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:11:33, iter: 73, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:12:31, iter: 74, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:13:24, iter: 75, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:14:17, iter: 76, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:15:12, iter: 77, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 887.28, max: 908.36
Date: 07-13 at 07:16:09, iter: 78, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:16:59, iter: 79, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:17:51, iter: 80, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:18:45, iter: 81, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:19:43, iter: 82, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:20:35, iter: 83, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:21:27, iter: 84, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:22:19, iter: 85, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:23:16, iter: 86, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:24:13, iter: 87, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:25:04, iter: 88, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:25:56, iter: 89, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 885.43, max: 904.41
Date: 07-13 at 07:26:52, iter: 90, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:27:51, iter: 91, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:28:42, iter: 92, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 885.66, max: 907.86
Date: 07-13 at 07:29:35, iter: 93, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:30:30, iter: 94, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.09, max: 884.30
Date: 07-13 at 07:31:24, iter: 95, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 901.71, max: 904.41
Date: 07-13 at 07:32:18, iter: 96, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.15, max: 884.80
Date: 07-13 at 07:33:11, iter: 97, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.12, max: 884.30
Date: 07-13 at 07:34:06, iter: 98, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 886.80, max: 904.41
Date: 07-13 at 07:35:05, iter: 99, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.14, max: 884.80
Date: 07-13 at 07:35:58, iter: 100, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.11, max: 884.30
Date: 07-13 at 07:36:50, iter: 101, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.11, max: 884.30
Date: 07-13 at 07:37:45, iter: 102, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 887.25, max: 907.86
Date: 07-13 at 07:38:41, iter: 103, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 889.50, max: 904.41
Date: 07-13 at 07:39:36, iter: 104, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:40:29, iter: 105, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:41:25, iter: 106, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:42:22, iter: 107, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:43:20, iter: 108, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:44:12, iter: 109, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:45:05, iter: 110, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:46:01, iter: 111, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:47:00, iter: 112, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.08, max: 884.08
Date: 07-13 at 07:47:48, iter: 113, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 906.74, max: 908.36
Date: 07-13 at 07:48:42, iter: 114, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.18, max: 884.30
Date: 07-13 at 07:49:39, iter: 115, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.18, max: 884.30
Date: 07-13 at 07:50:38, iter: 116, fix: false, local: false, cut car: false, new generate: false, Khoo: 824.78 best obj: 884.08(11) mean: 884.18, max: 884.30
