Date: 08-03 at 14:20:00, #particle: 25, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 1006.05(6), mean: 2314.88, max: 3240.40
Date: 08-03 at 14:21:54, #particle: 25, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 944.72(6), mean: 1676.25, max: 2729.61
Date: 08-03 at 14:23:55, #particle: 25, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 895.92(6), mean: 1428.30, max: 2464.07
Date: 08-03 at 14:25:49, #particle: 25, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 885.69(6), mean: 1137.97, max: 1888.50
Date: 08-03 at 14:28:14, #particle: 25, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 882.25(6), mean: 1122.74, max: 1864.82
Date: 08-03 at 14:29:26, #particle: 25, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 876.42(6), mean: 1041.47, max: 1884.42
Date: 08-03 at 14:30:24, #particle: 25, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 876.42(6), mean: 1016.07, max: 1094.93
Date: 08-03 at 14:31:26, #particle: 25, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 876.42(6), mean: 952.12, max: 1046.06
Date: 08-03 at 14:32:25, #particle: 25, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 876.42(6), mean: 998.52, max: 1095.51
Date: 08-03 at 14:33:19, #particle: 25, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 840.56(6), mean: 888.05, max: 959.06
Date: 08-03 at 14:34:07, #particle: 25, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 828.31(6), mean: 929.51, max: 989.53
Date: 08-03 at 14:34:59, #particle: 25, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 827.84(6), mean: 867.77, max: 928.01
Date: 08-03 at 14:36:04, #particle: 25, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 735.8, best obj: 827.84(6), mean: 887.07, max: 955.81
