Date: 01-14 at 17:33:46, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1459.36(17), mean: 2236.55, max: 2923.86
Date: 01-14 at 17:34:51, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1403.63(16), mean: 2169.23, max: 2935.27
Date: 01-14 at 17:35:58, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1401.11(16), mean: 2177.64, max: 2889.02
Date: 01-14 at 17:37:06, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1391.94(16), mean: 2057.93, max: 2858.29
Date: 01-14 at 17:38:14, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1352.50(15), mean: 1823.95, max: 2779.28
Date: 01-14 at 17:39:22, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1350.39(15), mean: 1636.51, max: 2301.39
Date: 01-14 at 17:40:30, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1350.39(15), mean: 1620.54, max: 2318.80
Date: 01-14 at 17:41:38, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1350.39(15), mean: 1601.08, max: 2268.62
Date: 01-14 at 17:42:47, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1350.39(15), mean: 1446.11, max: 1587.22
Date: 01-14 at 17:43:55, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1350.39(15), mean: 1429.11, max: 1552.14
Date: 01-14 at 17:44:59, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1350.39(15), mean: 1571.81, max: 1762.86
Date: 01-14 at 17:46:06, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1350.39(15), mean: 1568.76, max: 1780.09
Date: 01-14 at 17:47:11, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1350.35(15), mean: 1406.34, max: 1524.72
Date: 01-14 at 17:48:15, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1332.09(15), mean: 1420.67, max: 1588.48
Date: 01-14 at 17:49:19, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1422.81, max: 1609.44
Date: 01-14 at 17:50:23, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1425.28, max: 1619.76
Date: 01-14 at 17:51:29, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1413.83, max: 1629.30
Date: 01-14 at 17:52:34, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1384.17, max: 1446.64
Date: 01-14 at 17:53:39, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1378.48, max: 1441.13
Date: 01-14 at 17:54:47, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1435.04, max: 1617.73
Date: 01-14 at 17:55:51, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1446.64, max: 1599.63
Date: 01-14 at 17:56:55, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1422.92, max: 1587.50
Date: 01-14 at 17:58:02, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1414.10, max: 1594.89
Date: 01-14 at 17:59:07, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1531.93, max: 1698.58
Date: 01-14 at 18:00:14, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1239.37, best obj: 1331.18(15), mean: 1460.00, max: 1744.72
